,State,Year,Quarter,District_pincode,Transaction_count,Transaction_amount
6742,Punjab,2019,3,147001,172849,390579370
6743,Punjab,2019,3,141001,155082,356812751
6744,Punjab,2019,4,141003,1876920,5392286092
6745,Punjab,2019,4,140301,932713,2156605286
6746,Punjab,2019,4,143001,576382,1354075256
6747,Punjab,2019,4,144411,465401,320396328
6748,Punjab,2019,4,141008,448788,1195196786
6749,Punjab,2019,4,144001,339061,893587638
6750,Punjab,2019,4,140308,255729,397723966
6751,Punjab,2019,4,140603,246804,520026888
6752,Punjab,2019,4,147001,205634,487323193
6753,Punjab,2019,4,141001,183621,430105795
6754,Punjab,2020,1,141008,2204060,6049261692
6755,Punjab,2020,1,140308,782052,1778464938
6756,Punjab,2020,1,143001,655170,1503820133
6757,Punjab,2020,1,144411,502715,294837078
6758,Punjab,2020,1,144001,399344,1065693560
6759,Punjab,2020,1,140301,388888,495925984
6760,Punjab,2020,1,140603,279571,551302646
6761,Punjab,2020,1,147001,218251,493365771
6762,Punjab,2020,1,141001,196501,450456151
6763,Punjab,2020,1,141003,188752,405110896
6764,Punjab,2020,2,141008,1933611,5935144851
6765,Punjab,2020,2,143001,606568,1360267850
6766,Punjab,2020,2,140308,390635,1048947180
6767,Punjab,2020,2,144001,293695,836446916
6768,Punjab,2020,2,140301,242270,396941057
6769,Punjab,2020,2,140603,230721,453001423
6770,Punjab,2020,2,145001,206228,470130617
6771,Punjab,2020,2,147001,196701,439768027
6772,Punjab,2020,2,141003,165637,327683870
6773,Punjab,2020,2,141001,162462,353195503
6774,Punjab,2020,3,141008,2867721,8360811843
6775,Punjab,2020,3,143001,769451,1999606623
6776,Punjab,2020,3,140308,383703,757985873
6777,Punjab,2020,3,140603,360947,757964358
6778,Punjab,2020,3,140301,346393,572413273
6779,Punjab,2020,3,144001,272576,747726280
6780,Punjab,2020,3,147001,267878,674360223
6781,Punjab,2020,3,145001,248823,665895310
6782,Punjab,2020,3,141003,227044,523270031
6783,Punjab,2020,3,141001,225006,544450287
6784,Punjab,2020,4,141008,2976448,8609568637
6785,Punjab,2020,4,143001,1085788,2799958794
6786,Punjab,2020,4,140603,562676,1122140774
6787,Punjab,2020,4,140301,556418,865933875
6788,Punjab,2020,4,140308,510268,745392328
6789,Punjab,2020,4,147001,379659,921437976
6790,Punjab,2020,4,145001,339689,903698958
6791,Punjab,2020,4,141001,324863,795663906
6792,Punjab,2020,4,144001,318708,841347823
6793,Punjab,2020,4,141003,309431,725802164
6794,Punjab,2021,1,141008,5548372,11884271323
6795,Punjab,2021,1,143001,1262201,3107158172
6796,Punjab,2021,1,140308,792653,1209253472
6797,Punjab,2021,1,140301,691120,948789979
6798,Punjab,2021,1,140603,587114,1134618778
6799,Punjab,2021,1,144001,482416,1141507925
6800,Punjab,2021,1,147001,410606,979883081
6801,Punjab,2021,1,141001,321848,785514721
6802,Punjab,2021,1,145001,312643,847325152
6803,Punjab,2021,1,141003,302072,713089105
6804,Punjab,2021,2,141008,7637763,15520456271
6805,Punjab,2021,2,143001,1499864,3585966719
6806,Punjab,2021,2,140308,901416,1425394785
6807,Punjab,2021,2,140301,714080,1040958191
6808,Punjab,2021,2,140603,619719,1217764376
6809,Punjab,2021,2,144001,546406,1220377019
6810,Punjab,2021,2,147001,470972,1151355121
6811,Punjab,2021,2,145001,388018,972086890
6812,Punjab,2021,2,141001,332063,817674432
6813,Punjab,2021,2,141003,325305,749871102
6814,Punjab,2021,3,141008,11041061,20678673038
6815,Punjab,2021,3,143001,1974996,4447292005
6816,Punjab,2021,3,140308,1122267,1653032309
6817,Punjab,2021,3,140301,880844,1253484440
6818,Punjab,2021,3,144001,844289,1780073560
6819,Punjab,2021,3,140603,833255,1590074431
6820,Punjab,2021,3,147001,648785,1494144090
6821,Punjab,2021,3,145001,520820,1288359994
6822,Punjab,2021,3,141001,470394,1088155018
6823,Punjab,2021,3,151001,425732,1020518338
6824,Punjab,2021,4,141008,13418112,26344629316
6825,Punjab,2021,4,143001,2428211,5753345069
6826,Punjab,2021,4,140308,1326368,2068398119
6827,Punjab,2021,4,140301,1195981,1643665524
6828,Punjab,2021,4,144001,1016229,2247446014
6829,Punjab,2021,4,140603,966217,1839650779
6830,Punjab,2021,4,147001,761878,1835015552
6831,Punjab,2021,4,145001,678080,1655351923
6832,Punjab,2021,4,141001,568332,1376083758
6833,Punjab,2021,4,151001,507382,1195567873
6834,Punjab,2022,1,141008,14304410,26313996219
6835,Punjab,2022,1,143001,2719468,6399436597
6836,Punjab,2022,1,140308,1392852,2125034734
6837,Punjab,2022,1,140301,1305956,1768536229
6838,Punjab,2022,1,140603,1074201,1963267705
6839,Punjab,2022,1,144001,1027217,2293800940
6840,Punjab,2022,1,147001,822756,1923327034
6841,Punjab,2022,1,145001,775802,1744469196
6842,Punjab,2022,1,141001,623201,1459308098
6843,Punjab,2022,1,151001,589881,1411828753
6844,Punjab,2022,2,141008,18613851,30932873842
6845,Punjab,2022,2,143001,3284678,7544432924
6846,Punjab,2022,2,140301,1707376,2132957264
6847,Punjab,2022,2,140308,1600015,2298740868
6848,Punjab,2022,2,144001,1384185,2874491812
6849,Punjab,2022,2,140603,1318798,2270499395
6850,Punjab,2022,2,147001,1030096,2239173247
6851,Punjab,2022,2,145001,962873,2069321829
6852,Punjab,2022,2,144411,841422,583294319
6853,Punjab,2022,2,141001,760816,1612735716
6854,Punjab,2022,3,141007,17194042,26076678337
6855,Punjab,2022,3,141008,3792453,7270600020
6856,Punjab,2022,3,143001,3641708,7946208922
6857,Punjab,2022,3,141003,3522146,5956975289
6858,Punjab,2022,3,160066,3341430,5058698410
6859,Punjab,2022,3,140301,1917528,2247401003
6860,Punjab,2022,3,144001,1584180,3130303321
6861,Punjab,2022,3,144411,1509657,1075946624
6862,Punjab,2022,3,140603,1501915,2472962564
6863,Punjab,2022,3,140308,1185509,1312944472
6864,Punjab,2022,4,141007,19531735,31243716272
6865,Punjab,2022,4,143001,4052053,9080037203
6866,Punjab,2022,4,141003,3953534,7008561701
6867,Punjab,2022,4,160066,2485138,4220000618
6868,Punjab,2022,4,140301,2203096,2481278825
6869,Punjab,2022,4,144001,2024135,3899236693
6870,Punjab,2022,4,144411,1891911,977306373
6871,Punjab,2022,4,141008,1881474,4512618768
6872,Punjab,2022,4,140603,1679582,2760124409
6873,Punjab,2022,4,147001,1320186,2673533501
6874,Punjab,2023,1,143001,4926763,10757826238
6875,Punjab,2023,1,140301,3329964,3750329062
6876,Punjab,2023,1,144411,2855053,1496433173
6877,Punjab,2023,1,141008,2665032,5345287351
6878,Punjab,2023,1,140603,2309272,3596099223
6879,Punjab,2023,1,140308,1859752,1847754046
6880,Punjab,2023,1,145001,1627234,3098187644
6881,Punjab,2023,1,147001,1488820,2821249152
6882,Punjab,2023,1,141007,1381714,2370242636
6883,Punjab,2023,1,141001,1327683,2735112374
6884,Punjab,2023,2,143001,5787855,11694816286
6885,Punjab,2023,2,140301,4179852,4347684130
6886,Punjab,2023,2,141008,3683631,5912138351
6887,Punjab,2023,2,144411,2957104,1566284948
6888,Punjab,2023,2,140603,2905011,4300619952
6889,Punjab,2023,2,140308,2268216,2086767308
6890,Punjab,2023,2,145001,2011776,3589528455
6891,Punjab,2023,2,141007,1915328,2711281126
6892,Punjab,2023,2,147001,1711580,2983934814
6893,Punjab,2023,2,141001,1599446,2905747715
6894,Punjab,2023,3,143001,6594315,12509083916
6895,Punjab,2023,3,140301,4555638,4606653749
6896,Punjab,2023,3,141008,4365910,7112258700
6897,Punjab,2023,3,144411,3376917,2041730269
6898,Punjab,2023,3,140603,3277137,4468269666
6899,Punjab,2023,3,140308,2500129,2255832920
6900,Punjab,2023,3,145001,2232622,3792979942
6901,Punjab,2023,3,141007,2231782,2989502165
6902,Punjab,2023,3,147001,1972949,3197191531
6903,Punjab,2023,3,141001,1884805,3209792426
6904,Punjab,2023,4,143001,6996281,13688304365
6905,Punjab,2023,4,141008,5122275,9416411988
6906,Punjab,2023,4,140301,4789265,4929920848
6907,Punjab,2023,4,144411,3960113,1959892492
6908,Punjab,2023,4,140603,3378799,4659423188
6909,Punjab,2023,4,141007,2568373,3600407689
6910,Punjab,2023,4,145001,2461237,4211756048
6911,Punjab,2023,4,140308,2360882,2242301487
6912,Punjab,2023,4,147001,2031108,3404669731
6913,Punjab,2023,4,141001,1967863,3497567503
6914,Punjab,2024,1,143001,6939840,13384907819
6915,Punjab,2024,1,140301,4724923,4823614421
6916,Punjab,2024,1,141008,4444566,6972742726
6917,Punjab,2024,1,144411,3843041,1962170347
6918,Punjab,2024,1,140603,3380309,4667933733
6919,Punjab,2024,1,145001,2578854,4234030394
6920,Punjab,2024,1,141007,2527847,3317338422
6921,Punjab,2024,1,140308,2436929,2250178350
6922,Punjab,2024,1,147001,2078975,3390747043
6923,Punjab,2024,1,141001,1920313,3262145419
6924,Rajasthan,2018,1,302001,209739,292411778
6925,Rajasthan,2018,1,302012,143135,199302203
6926,Rajasthan,2018,1,302015,137020,172400446
6927,Rajasthan,2018,1,302017,134012,163502033
6928,Rajasthan,2018,1,302029,128104,135555667
6929,Rajasthan,2018,1,302020,113159,148995539
6930,Rajasthan,2018,1,302022,101924,102091313
6931,Rajasthan,2018,1,311001,99262,137834651
6932,Rajasthan,2018,1,301001,84558,127305554
6933,Rajasthan,2018,1,302013,82106,106745039
6934,Rajasthan,2018,2,302001,242220,457737042
6935,Rajasthan,2018,2,302012,192441,334490730
6936,Rajasthan,2018,2,302015,192326,299144628
6937,Rajasthan,2018,2,302017,167027,248738918
6938,Rajasthan,2018,2,302029,158613,220665256
6939,Rajasthan,2018,2,302020,150131,247164516
6940,Rajasthan,2018,2,311001,133097,230526889
6941,Rajasthan,2018,2,302022,125440,158560196
6942,Rajasthan,2018,2,301001,116367,214793896
6943,Rajasthan,2018,2,302018,115194,181972987
6944,Rajasthan,2018,3,302001,304945,605573687
6945,Rajasthan,2018,3,302017,298447,426857110
6946,Rajasthan,2018,3,302012,292959,545461250
6947,Rajasthan,2018,3,302022,291883,300387248
6948,Rajasthan,2018,3,302015,281307,438256210
6949,Rajasthan,2018,3,302029,241188,359794579
6950,Rajasthan,2018,3,302020,221662,389701041
6951,Rajasthan,2018,3,311001,195470,364598763
6952,Rajasthan,2018,3,302018,172883,268559804
6953,Rajasthan,2018,3,301001,172776,320229417
6954,Rajasthan,2018,4,302015,444192,630328852
6955,Rajasthan,2018,4,302012,437412,845231637
6956,Rajasthan,2018,4,302017,436006,616649595
6957,Rajasthan,2018,4,302001,429176,900354445
6958,Rajasthan,2018,4,302029,369254,535832229
6959,Rajasthan,2018,4,302020,363407,576133397
6960,Rajasthan,2018,4,302022,342674,405323877
6961,Rajasthan,2018,4,302018,270041,392579891
6962,Rajasthan,2018,4,311001,256015,527712735
6963,Rajasthan,2018,4,301001,255251,514871821
6964,Rajasthan,2019,1,302001,4954219,7600396570
6965,Rajasthan,2019,1,302017,914628,927259885
6966,Rajasthan,2019,1,302015,888065,939365230
6967,Rajasthan,2019,1,302012,866730,1280261615
6968,Rajasthan,2019,1,302022,829260,671569904
6969,Rajasthan,2019,1,302029,817617,832399002
6970,Rajasthan,2019,1,302020,687134,829412681
6971,Rajasthan,2019,1,311001,523857,810765253
6972,Rajasthan,2019,1,302018,505288,555969533
6973,Rajasthan,2019,1,302013,494916,703838907
6974,Rajasthan,2019,2,302001,14130072,26047079271
6975,Rajasthan,2019,2,302015,961632,1089991054
6976,Rajasthan,2019,2,302017,894996,1019525321
6977,Rajasthan,2019,2,302012,890906,1541775592
6978,Rajasthan,2019,2,302029,746005,982069068
6979,Rajasthan,2019,2,302020,734567,999364593
6980,Rajasthan,2019,2,302022,622825,692917326
6981,Rajasthan,2019,2,311001,580827,1084980566
6982,Rajasthan,2019,2,302018,540137,651025424
6983,Rajasthan,2019,2,302033,481947,533557912
6984,Rajasthan,2019,3,302001,15037317,31903765547
6985,Rajasthan,2019,3,302012,1550134,2167505705
6986,Rajasthan,2019,3,302015,1480257,1488138012
6987,Rajasthan,2019,3,302017,1443448,1393654037
6988,Rajasthan,2019,3,302020,1210064,1401914422
6989,Rajasthan,2019,3,302029,1191769,1344389252
6990,Rajasthan,2019,3,311001,928820,1443439642
6991,Rajasthan,2019,3,302018,891386,905427238
6992,Rajasthan,2019,3,302022,863740,910362505
6993,Rajasthan,2019,3,302033,754156,719052481
6994,Rajasthan,2019,4,302001,17153003,41220743922
6995,Rajasthan,2019,4,302016,2336054,4842974164
6996,Rajasthan,2019,4,302017,1757873,1800314440
6997,Rajasthan,2019,4,302015,1739574,1826908588
6998,Rajasthan,2019,4,302012,1727597,2948686059
6999,Rajasthan,2019,4,302020,1516400,1899752188
7000,Rajasthan,2019,4,302029,1434616,1789927250
7001,Rajasthan,2019,4,311001,1121852,2021733041
7002,Rajasthan,2019,4,302018,1085573,1181095865
7003,Rajasthan,2019,4,302022,1075217,1230485154
7004,Rajasthan,2020,1,302016,24180734,56174137378
7005,Rajasthan,2020,1,302012,1996180,3326530111
7006,Rajasthan,2020,1,302017,1789653,1905816172
7007,Rajasthan,2020,1,302015,1770262,1906037317
7008,Rajasthan,2020,1,302020,1655754,2113727256
7009,Rajasthan,2020,1,302029,1549817,2022100646
7010,Rajasthan,2020,1,311001,1198654,2157945593
7011,Rajasthan,2020,1,302022,1149971,1382303914
7012,Rajasthan,2020,1,302018,1117666,1240834639
7013,Rajasthan,2020,1,302013,924684,1640589771
7014,Rajasthan,2020,2,302016,22032140,53610675079
7015,Rajasthan,2020,2,302012,1714609,2805378023
7016,Rajasthan,2020,2,311001,1047487,1845583606
7017,Rajasthan,2020,2,302029,1044546,1488165240
7018,Rajasthan,2020,2,302017,926234,1253758485
7019,Rajasthan,2020,2,302020,903625,1405329604
7020,Rajasthan,2020,2,302013,811144,1380878642
7021,Rajasthan,2020,2,301001,761900,1520341325
7022,Rajasthan,2020,2,302022,719586,886591683
7023,Rajasthan,2020,2,302021,663321,1074122004
7024,Rajasthan,2020,3,302016,34723808,78104750484
7025,Rajasthan,2020,3,302012,2978724,5083852171
7026,Rajasthan,2020,3,302029,2115683,3088837508
7027,Rajasthan,2020,3,302017,1968883,2458207768
7028,Rajasthan,2020,3,302020,1953633,2912254256
7029,Rajasthan,2020,3,311001,1889390,3796669781
7030,Rajasthan,2020,3,302015,1555246,2048386117
7031,Rajasthan,2020,3,302013,1417426,2558836732
7032,Rajasthan,2020,3,342003,1404294,3422321139
7033,Rajasthan,2020,3,302022,1351686,1726675997
7034,Rajasthan,2020,4,302016,31028451,71599277149
7035,Rajasthan,2020,4,302012,4133916,7568975613
7036,Rajasthan,2020,4,302029,2950949,4511165481
7037,Rajasthan,2020,4,302020,2848123,4361341516
7038,Rajasthan,2020,4,302017,2779460,3652602992
7039,Rajasthan,2020,4,311001,2629635,5425595085
7040,Rajasthan,2020,4,302015,2430258,3127351375
7041,Rajasthan,2020,4,302013,1977523,3736918632
7042,Rajasthan,2020,4,302022,1966049,2555419117
7043,Rajasthan,2020,4,302021,1854909,3227139564
7044,Rajasthan,2021,1,302016,65639307,1.24139E+11
7045,Rajasthan,2021,1,302012,4626616,8288838208
7046,Rajasthan,2021,1,302020,3612063,5110071896
7047,Rajasthan,2021,1,302029,3465448,5109169389
7048,Rajasthan,2021,1,302015,3441904,3949712104
7049,Rajasthan,2021,1,302017,3318773,4063958276
7050,Rajasthan,2021,1,311001,3151531,6524694767
7051,Rajasthan,2021,1,342003,2738155,5518370415
7052,Rajasthan,2021,1,324006,2670189,5488684266
7053,Rajasthan,2021,1,302022,2387446,3011565654
7054,Rajasthan,2021,2,302016,81782827,1.52295E+11
7055,Rajasthan,2021,2,302012,4455183,8128208165
7056,Rajasthan,2021,2,324006,3589441,7045762856
7057,Rajasthan,2021,2,342003,3266095,6504167323
7058,Rajasthan,2021,2,311001,3136173,6430454559
7059,Rajasthan,2021,2,302029,3101183,5128482818
7060,Rajasthan,2021,2,302020,2864013,4675938162
7061,Rajasthan,2021,2,302017,2560262,3674928486
7062,Rajasthan,2021,2,302022,2233349,2892405366
7063,Rajasthan,2021,2,302013,2197797,4079791173
7064,Rajasthan,2021,3,302016,108659324,1.79936E+11
7065,Rajasthan,2021,3,302012,6639234,11240165600
7066,Rajasthan,2021,3,302029,5012691,7507160884
7067,Rajasthan,2021,3,302020,4961430,7074828643
7068,Rajasthan,2021,3,311001,4899345,9273336542
7069,Rajasthan,2021,3,342003,4829818,8703493394
7070,Rajasthan,2021,3,302015,4573490,5136436713
7071,Rajasthan,2021,3,302017,4394803,5407583427
7072,Rajasthan,2021,3,324006,4292426,7806752221
7073,Rajasthan,2021,3,302022,3587905,4232428315
7074,Rajasthan,2021,4,302016,130544931,2.25546E+11
7075,Rajasthan,2021,4,302012,7664076,13974005841
7076,Rajasthan,2021,4,302020,5920882,8742491301
7077,Rajasthan,2021,4,342003,5816053,10861143409
7078,Rajasthan,2021,4,302029,5701411,9076213569
7079,Rajasthan,2021,4,311001,5610874,10912550816
7080,Rajasthan,2021,4,302015,5423917,6497157351
7081,Rajasthan,2021,4,302017,5032416,6628312237
7082,Rajasthan,2021,4,302022,4339511,5160132598
7083,Rajasthan,2021,4,302013,3824987,6994409527
7084,Rajasthan,2022,1,302016,148956604,2.48959E+11
7085,Rajasthan,2022,1,302012,8411664,15192162140
7086,Rajasthan,2022,1,302020,6783960,9708132763
7087,Rajasthan,2022,1,311001,6561991,12559359990
7088,Rajasthan,2022,1,302029,6558498,10262133729
7089,Rajasthan,2022,1,342003,6508137,12070291946
7090,Rajasthan,2022,1,302015,6423696,7120253657
7091,Rajasthan,2022,1,302017,5642776,7178086780
7092,Rajasthan,2022,1,324006,5085722,9139679959
7093,Rajasthan,2022,1,302022,5061954,5938352462
7094,Rajasthan,2022,2,302016,181570316,2.90409E+11
7095,Rajasthan,2022,2,302012,9813239,17025818434
7096,Rajasthan,2022,2,302020,8308435,11317574894
7097,Rajasthan,2022,2,302015,7973666,8222092236
7098,Rajasthan,2022,2,302029,7814739,11969825649
7099,Rajasthan,2022,2,342003,7781332,13788621735
7100,Rajasthan,2022,2,311001,7375429,13931581131
7101,Rajasthan,2022,2,302017,6520767,8076295073
7102,Rajasthan,2022,2,302022,5938616,6632582851
7103,Rajasthan,2022,2,324006,5916640,10390818560
7104,Rajasthan,2022,3,302012,220682742,3.22547E+11
7105,Rajasthan,2022,3,302016,25003955,42498352745
7106,Rajasthan,2022,3,342003,17890647,28024153451
7107,Rajasthan,2022,3,302001,13698118,22015857946
7108,Rajasthan,2022,3,301001,8312801,12519178755
7109,Rajasthan,2022,3,302020,8160915,11112703183
7110,Rajasthan,2022,3,311001,8149741,14136337590
7111,Rajasthan,2022,3,302029,7835035,11763047433
7112,Rajasthan,2022,3,302015,7686092,8231855856
7113,Rajasthan,2022,3,332001,6645042,11487888510
7114,Rajasthan,2022,4,302012,255709582,4.01447E+11
7115,Rajasthan,2022,4,342003,35485978,58286397999
7116,Rajasthan,2022,4,302001,14447137,24564518829
7117,Rajasthan,2022,4,313002,12521162,18895176739
7118,Rajasthan,2022,4,311001,12252353,20814295263
7119,Rajasthan,2022,4,302020,9296078,12502359023
7120,Rajasthan,2022,4,301001,9041051,14374749827
7121,Rajasthan,2022,4,302029,8692049,12958768543
7122,Rajasthan,2022,4,302015,8213130,8741507072
7123,Rajasthan,2022,4,332001,7900335,14128879351
7124,Rajasthan,2023,1,302012,17831228,30754435475
7125,Rajasthan,2023,1,302020,15139527,19803106127
7126,Rajasthan,2023,1,302029,14694667,21450636416
7127,Rajasthan,2023,1,302015,13251029,13633623286
7128,Rajasthan,2023,1,311001,13103780,23076828946
7129,Rajasthan,2023,1,302017,11509572,14050627706
7130,Rajasthan,2023,1,302022,11447372,12277973516
7131,Rajasthan,2023,1,334001,9608216,15209303995
7132,Rajasthan,2023,1,332001,9473451,16875528597
7133,Rajasthan,2023,1,301001,9073908,14443260216
7134,Rajasthan,2023,2,302012,20702152,32851767886
7135,Rajasthan,2023,2,302020,17780704,21994291220
7136,Rajasthan,2023,2,302029,17432436,23985413864
7137,Rajasthan,2023,2,302015,15282571,14887734711
7138,Rajasthan,2023,2,311001,15210898,25045783308
7139,Rajasthan,2023,2,302022,13536917,13536810823
7140,Rajasthan,2023,2,302017,13248333,15538877807
7141,Rajasthan,2023,2,334001,10983675,16397892467
7142,Rajasthan,2023,2,301001,10615603,15551375247
7143,Rajasthan,2023,2,332001,10558709,18666782662
7144,Rajasthan,2023,3,302012,23993171,35931331779
7145,Rajasthan,2023,3,302020,21525491,24617664825
7146,Rajasthan,2023,3,302029,20820127,26365540123
7147,Rajasthan,2023,3,302015,18854885,17115855033
7148,Rajasthan,2023,3,311001,17173272,26763277485
7149,Rajasthan,2023,3,302017,16102184,17481938665
7150,Rajasthan,2023,3,302022,15844944,15097733908
7151,Rajasthan,2023,3,334001,12567790,17596211822
7152,Rajasthan,2023,3,301001,12505134,16970966067
7153,Rajasthan,2023,3,332001,12376639,20060135095
7154,Rajasthan,2023,4,302012,25869737,40194287359
7155,Rajasthan,2023,4,302020,22233655,26523474318
7156,Rajasthan,2023,4,302029,22086935,28715253536
7157,Rajasthan,2023,4,311001,19045891,30639805394
7158,Rajasthan,2023,4,302015,18000668,17259350182
7159,Rajasthan,2023,4,302022,17334244,16477489382
7160,Rajasthan,2023,4,302017,16469548,18616736430
7161,Rajasthan,2023,4,332001,13525599,23153406211
7162,Rajasthan,2023,4,334001,13474453,20065178404
7163,Rajasthan,2023,4,301001,13361322,19244915898
7164,Rajasthan,2024,1,302012,29067388,43378735545
7165,Rajasthan,2024,1,302029,25916469,32163073675
7166,Rajasthan,2024,1,302020,24870953,28160386457
7167,Rajasthan,2024,1,311001,21658639,34046359769
7168,Rajasthan,2024,1,302022,20883572,19275201066
7169,Rajasthan,2024,1,302015,20550617,18865787980
7170,Rajasthan,2024,1,302017,18471671,20038726661
7171,Rajasthan,2024,1,332001,16437725,27125601287
7172,Rajasthan,2024,1,301001,15734477,21870584513
7173,Rajasthan,2024,1,334001,15667541,22652446260
7174,Sikkim,2018,1,737101,5740,8443342
7175,Sikkim,2018,1,737102,4923,8507452
7176,Sikkim,2018,1,737132,4892,6610610
7177,Sikkim,2018,1,737136,4652,5416857
7178,Sikkim,2018,1,737135,3904,6401450
7179,Sikkim,2018,1,737134,3423,5271682
7180,Sikkim,2018,1,737113,2353,3784089
7181,Sikkim,2018,1,737126,1875,2909397
7182,Sikkim,2018,1,737120,1611,2684577
7183,Sikkim,2018,1,737103,1571,1867581
7184,Sikkim,2018,2,737101,10559,25376078
7185,Sikkim,2018,2,737102,8320,17627064
7186,Sikkim,2018,2,737132,7587,12429404
7187,Sikkim,2018,2,737134,6615,12023488
7188,Sikkim,2018,2,737136,6185,8200223
7189,Sikkim,2018,2,737113,6034,9201957
7190,Sikkim,2018,2,737135,5406,11530695
7191,Sikkim,2018,2,737120,3787,7797320
7192,Sikkim,2018,2,737126,3076,5486739
7193,Sikkim,2018,2,737103,2521,5845390
7194,Sikkim,2018,3,737101,14511,34011084
7195,Sikkim,2018,3,737102,12719,30285691
7196,Sikkim,2018,3,737132,11706,21297532
7197,Sikkim,2018,3,737136,9650,13225691
7198,Sikkim,2018,3,737134,8947,18373606
7199,Sikkim,2018,3,737135,8118,16350128
7200,Sikkim,2018,3,737113,7647,15980561
7201,Sikkim,2018,3,737120,6069,18273777
7202,Sikkim,2018,3,737126,5013,9609945
7203,Sikkim,2018,3,737121,3808,8408432
7204,Sikkim,2018,4,737101,20274,53997163
7205,Sikkim,2018,4,737102,17874,51134858
7206,Sikkim,2018,4,737132,14835,29688374
7207,Sikkim,2018,4,737134,12922,27493187
7208,Sikkim,2018,4,737135,12194,28644361
7209,Sikkim,2018,4,737136,10755,16186830
7210,Sikkim,2018,4,737113,9958,25407465
7211,Sikkim,2018,4,737120,9848,35890081
7212,Sikkim,2018,4,737126,6911,16121584
7213,Sikkim,2018,4,737103,6441,19760104
7214,Sikkim,2019,1,737101,74498,118108023
7215,Sikkim,2019,1,737102,21109,50167287
7216,Sikkim,2019,1,737132,18576,33157854
7217,Sikkim,2019,1,737134,17417,30929894
7218,Sikkim,2019,1,737135,16362,31811430
7219,Sikkim,2019,1,737136,14393,21078097
7220,Sikkim,2019,1,737139,11200,11367961
7221,Sikkim,2019,1,737113,10400,25036623
7222,Sikkim,2019,1,737126,8854,20006887
7223,Sikkim,2019,1,737120,8824,25342420
7224,Sikkim,2019,2,737101,210317,320406038
7225,Sikkim,2019,2,737102,24154,64795366
7226,Sikkim,2019,2,737132,18971,36887058
7227,Sikkim,2019,2,737134,17748,35346090
7228,Sikkim,2019,2,737135,16399,36945173
7229,Sikkim,2019,2,737113,14288,37325640
7230,Sikkim,2019,2,737136,12919,21067430
7231,Sikkim,2019,2,737120,11562,36545078
7232,Sikkim,2019,2,737126,9748,23480407
7233,Sikkim,2019,2,737103,9511,32108557
7234,Sikkim,2019,3,737101,310087,394711072
7235,Sikkim,2019,3,737102,32914,76983432
7236,Sikkim,2019,3,737132,26828,46674446
7237,Sikkim,2019,3,737134,23625,43190099
7238,Sikkim,2019,3,737135,22979,44953253
7239,Sikkim,2019,3,737120,18083,46382019
7240,Sikkim,2019,3,737136,17566,26387237
7241,Sikkim,2019,3,737113,17217,37733943
7242,Sikkim,2019,3,737126,14129,28436392
7243,Sikkim,2019,3,737103,11489,28161213
7244,Sikkim,2019,4,737101,477056,567811576
7245,Sikkim,2019,4,737102,36686,91018557
7246,Sikkim,2019,4,737132,30341,54437850
7247,Sikkim,2019,4,737135,27684,51758366
7248,Sikkim,2019,4,737134,27482,53701004
7249,Sikkim,2019,4,737113,21140,49605023
7250,Sikkim,2019,4,737136,20329,29141716
7251,Sikkim,2019,4,737120,19877,52411868
7252,Sikkim,2019,4,737126,17731,36781345
7253,Sikkim,2019,4,737121,14876,26432353
7254,Sikkim,2020,1,737101,198806,401678944
7255,Sikkim,2020,1,737102,39914,88772697
7256,Sikkim,2020,1,737132,34812,62301800
7257,Sikkim,2020,1,737134,33365,60978284
7258,Sikkim,2020,1,737135,32484,60406557
7259,Sikkim,2020,1,737136,23977,31562106
7260,Sikkim,2020,1,737113,23512,53543545
7261,Sikkim,2020,1,737126,21299,43678593
7262,Sikkim,2020,1,737120,20694,52272287
7263,Sikkim,2020,1,737121,17254,27168214
7264,Sikkim,2020,2,737101,99514,241524818
7265,Sikkim,2020,2,737102,48169,110771511
7266,Sikkim,2020,2,737134,47609,79692784
7267,Sikkim,2020,2,737132,44831,77172228
7268,Sikkim,2020,2,737135,40423,78103533
7269,Sikkim,2020,2,737113,30686,62990274
7270,Sikkim,2020,2,737126,30265,50056769
7271,Sikkim,2020,2,737120,26448,83171871
7272,Sikkim,2020,2,737121,25732,34021830
7273,Sikkim,2020,2,737136,19239,32007761
7274,Sikkim,2020,3,737101,123677,363123446
7275,Sikkim,2020,3,737102,59676,148498182
7276,Sikkim,2020,3,737134,52215,103125998
7277,Sikkim,2020,3,737132,47333,92166015
7278,Sikkim,2020,3,737135,43495,84621037
7279,Sikkim,2020,3,737113,35604,84066020
7280,Sikkim,2020,3,737126,34340,67249098
7281,Sikkim,2020,3,737120,32188,108277312
7282,Sikkim,2020,3,737121,29690,47548420
7283,Sikkim,2020,3,737103,22543,58794910
7284,Sikkim,2020,4,737101,137621,401393359
7285,Sikkim,2020,4,737102,74462,206942914
7286,Sikkim,2020,4,737134,63754,144436141
7287,Sikkim,2020,4,737132,59211,130294975
7288,Sikkim,2020,4,737135,57488,127733771
7289,Sikkim,2020,4,737120,49743,170500425
7290,Sikkim,2020,4,737113,43961,123348464
7291,Sikkim,2020,4,737126,40905,101486444
7292,Sikkim,2020,4,737121,33882,73139191
7293,Sikkim,2020,4,737103,28640,80259745
