,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
1255,Gujarat,2018,2,Recharge & bill payments,4643367,1571880396
1256,Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530
1257,Gujarat,2018,2,Merchant payments,275503,356984574
1258,Gujarat,2018,2,Financial Services,140704,38598263
1259,Gujarat,2018,2,Others,202928,185541008
1260,Gujarat,2018,3,Peer-to-peer payments,5287200,15272745138
1261,Gujarat,2018,3,Recharge & bill payments,5117168,1938041689
1262,Gujarat,2018,3,Merchant payments,573440,466209497
1263,Gujarat,2018,3,Financial Services,136468,24930606
1264,Gujarat,2018,3,Others,219873,164477497
1265,Gujarat,2018,4,Peer-to-peer payments,6488202,21207285185
1266,Gujarat,2018,4,Recharge & bill payments,6138404,2297332323
1267,Gujarat,2018,4,Merchant payments,1656377,1088373316
1268,Gujarat,2018,4,Financial Services,133915,30699273
1269,Gujarat,2018,4,Others,316405,207297006
1270,Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551
1271,Gujarat,2019,1,Recharge & bill payments,8595256,3104251733
1272,Gujarat,2019,1,Merchant payments,2493340,1296376125
1273,Gujarat,2019,1,Financial Services,114539,19581521
1274,Gujarat,2019,1,Others,323272,204585379
1275,Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230
1276,Gujarat,2019,2,Recharge & bill payments,10434449,4651874823
1277,Gujarat,2019,2,Merchant payments,5486791,2526448415
1278,Gujarat,2019,2,Financial Services,70502,17349813
1279,Gujarat,2019,2,Others,442607,271280937
1280,Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462
1281,Gujarat,2019,3,Merchant payments,11788077,4211116461
1282,Gujarat,2019,3,Recharge & bill payments,11349625,5768100024
1283,Gujarat,2019,3,Financial Services,78609,20507001
1284,Gujarat,2019,3,Others,482985,256386015
1285,Gujarat,2019,4,Peer-to-peer payments,19107911,64477452639
1286,Gujarat,2019,4,Recharge & bill payments,12967713,6517891167
1287,Gujarat,2019,4,Merchant payments,9964076,5480269120
1288,Gujarat,2019,4,Financial Services,63498,20202767
1289,Gujarat,2019,4,Others,444434,194846362
1290,Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235
1291,Gujarat,2020,1,Recharge & bill payments,15648472,7197595157
1292,Gujarat,2020,1,Merchant payments,12191478,7210758662
1293,Gujarat,2020,1,Financial Services,50753,27460255
1294,Gujarat,2020,1,Others,367621,165535312
1295,Gujarat,2020,2,Recharge & bill payments,19971660,8322688557
1296,Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394
1297,Gujarat,2020,2,Merchant payments,9645967,7196610932
1298,Gujarat,2020,2,Financial Services,59617,53132341
1299,Gujarat,2020,2,Others,173543,92274135
1300,Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337
1301,Gujarat,2020,3,Merchant payments,18338969,12749796642
1302,Gujarat,2020,3,Recharge & bill payments,17481357,9820654244
1303,Gujarat,2020,3,Financial Services,92278,84723189
1304,Gujarat,2020,3,Others,246851,124456073
1305,Gujarat,2020,4,Peer-to-peer payments,29967258,1.16743E+11
1306,Gujarat,2020,4,Merchant payments,28430460,20844321157
1307,Gujarat,2020,4,Recharge & bill payments,18943669,10441981826
1308,Gujarat,2020,4,Financial Services,113371,120056734
1309,Gujarat,2020,4,Others,373789,243470065
1310,Gujarat,2021,1,Peer-to-peer payments,36427493,1.44819E+11
1311,Gujarat,2021,1,Merchant payments,35815382,26512643894
1312,Gujarat,2021,1,Recharge & bill payments,22088838,11996115292
1313,Gujarat,2021,1,Financial Services,126380,137612318
1314,Gujarat,2021,1,Others,316472,235440836
1315,Gujarat,2021,2,Merchant payments,42593432,33542305034
1316,Gujarat,2021,2,Peer-to-peer payments,41642387,1.62484E+11
1317,Gujarat,2021,2,Recharge & bill payments,27127405,13750783182
1318,Gujarat,2021,2,Financial Services,128647,136119997
1319,Gujarat,2021,2,Others,349525,249278437
1320,Gujarat,2021,3,Merchant payments,62934471,48197579737
1321,Gujarat,2021,3,Peer-to-peer payments,56134212,2.08013E+11
1322,Gujarat,2021,3,Recharge & bill payments,29580901,15945997372
1323,Gujarat,2021,3,Financial Services,125167,163304131
1324,Gujarat,2021,3,Others,473656,304418273
1325,Gujarat,2021,4,Merchant payments,84846502,68717933162
1326,Gujarat,2021,4,Peer-to-peer payments,67301686,2.54339E+11
1327,Gujarat,2021,4,Recharge & bill payments,30072479,18739034342
1328,Gujarat,2021,4,Financial Services,175393,209214621
1329,Gujarat,2021,4,Others,591265,377657203
1330,Gujarat,2022,1,Merchant payments,101648378,79563412222
1331,Gujarat,2022,1,Peer-to-peer payments,77768758,2.92439E+11
1332,Gujarat,2022,1,Recharge & bill payments,30473298,20042066375
1333,Gujarat,2022,1,Financial Services,160423,187077879
1334,Gujarat,2022,1,Others,496289,316261089
1335,Gujarat,2022,2,Merchant payments,131610193,95585623258
1336,Gujarat,2022,2,Peer-to-peer payments,86423696,3.26946E+11
1337,Gujarat,2022,2,Recharge & bill payments,33424931,23844933238
1338,Gujarat,2022,2,Financial Services,125180,142685436
1339,Gujarat,2022,2,Others,468796,278978567
1340,Gujarat,2022,3,Merchant payments,161264265,1.09019E+11
1341,Gujarat,2022,3,Peer-to-peer payments,103034790,3.59338E+11
1342,Gujarat,2022,3,Recharge & bill payments,38383683,28649040041
1343,Gujarat,2022,3,Financial Services,152053,162173603
1344,Gujarat,2022,3,Others,404941,269479241
1345,Gujarat,2022,4,Merchant payments,186533503,1.25585E+11
1346,Gujarat,2022,4,Peer-to-peer payments,114868478,4.11053E+11
1347,Gujarat,2022,4,Recharge & bill payments,39167297,30789927499
1348,Gujarat,2022,4,Financial Services,179101,194314203
1349,Gujarat,2022,4,Others,407639,295484431
1350,Gujarat,2023,1,Merchant payments,199359623,1.23422E+11
1351,Gujarat,2023,1,Peer-to-peer payments,120907384,4.36338E+11
1352,Gujarat,2023,1,Recharge & bill payments,41649002,37570733166
1353,Gujarat,2023,1,Financial Services,180163,200278806
1354,Gujarat,2023,1,Others,415154,295699148
1355,Gujarat,2023,2,Merchant payments,239396654,1.35257E+11
1356,Gujarat,2023,2,Peer-to-peer payments,132035120,4.70151E+11
1357,Gujarat,2023,2,Recharge & bill payments,44902296,39506073738
1358,Gujarat,2023,2,Financial Services,191053,225104195
1359,Gujarat,2023,2,Others,397430,268385910
1360,Gujarat,2023,3,Merchant payments,279651861,1.55597E+11
1361,Gujarat,2023,3,Peer-to-peer payments,151754885,5.08237E+11
1362,Gujarat,2023,3,Recharge & bill payments,47284770,43342854631
1363,Gujarat,2023,3,Financial Services,246300,311377540
1364,Gujarat,2023,3,Others,365774,248668365
1365,Gujarat,2023,4,Merchant payments,319459808,1.7956E+11
1366,Gujarat,2023,4,Peer-to-peer payments,166959749,5.67136E+11
1367,Gujarat,2023,4,Recharge & bill payments,47046378,47786850776
1368,Gujarat,2023,4,Financial Services,271611,349727923
1369,Gujarat,2023,4,Others,378032,254647715
1370,Gujarat,2024,1,Merchant payments,366409312,2.01683E+11
1371,Gujarat,2024,1,Peer-to-peer payments,187792836,6.18454E+11
1372,Gujarat,2024,1,Recharge & bill payments,51744007,50813658532
1373,Gujarat,2024,1,Financial Services,273979,398254841
1374,Gujarat,2024,1,Others,356537,271267241
1375,Haryana,2018,1,Recharge & bill payments,2368002,535578755
1376,Haryana,2018,1,Peer-to-peer payments,1607193,5814807511
1377,Haryana,2018,1,Merchant payments,167816,173513595
1378,Haryana,2018,1,Financial Services,128636,27501068
1379,Haryana,2018,1,Others,209123,242110586
1380,Haryana,2018,2,Recharge & bill payments,3054284,984897277
1381,Haryana,2018,2,Peer-to-peer payments,2388953,9745924810
1382,Haryana,2018,2,Merchant payments,369916,334118261
1383,Haryana,2018,2,Financial Services,167570,38145882
1384,Haryana,2018,2,Others,170208,217328212
1385,Haryana,2018,3,Peer-to-peer payments,3753981,14429454356
1386,Haryana,2018,3,Recharge & bill payments,3203386,1310467515
1387,Haryana,2018,3,Merchant payments,1003057,427387638
1388,Haryana,2018,3,Financial Services,100452,17323791
1389,Haryana,2018,3,Others,201148,190505707
1390,Haryana,2018,4,Peer-to-peer payments,5905032,22416919747
1391,Haryana,2018,4,Recharge & bill payments,4116262,1671040704
1392,Haryana,2018,4,Merchant payments,2413446,1013407380
1393,Haryana,2018,4,Financial Services,120711,22252544
1394,Haryana,2018,4,Others,394732,267255642
1395,Haryana,2019,1,Peer-to-peer payments,12622225,30283578837
1396,Haryana,2019,1,Recharge & bill payments,5576577,2202061875
1397,Haryana,2019,1,Merchant payments,3361995,1292375556
1398,Haryana,2019,1,Financial Services,101786,15201736
1399,Haryana,2019,1,Others,473192,258437718
1400,Haryana,2019,2,Peer-to-peer payments,10387562,37056084814
1401,Haryana,2019,2,Recharge & bill payments,5902923,2838724048
1402,Haryana,2019,2,Merchant payments,5738283,2292901816
1403,Haryana,2019,2,Financial Services,57488,12080285
1404,Haryana,2019,2,Others,655560,301748850
1405,Haryana,2019,3,Peer-to-peer payments,11775288,43738290120
1406,Haryana,2019,3,Merchant payments,9386779,3615636828
1407,Haryana,2019,3,Recharge & bill payments,8289987,4817098565
1408,Haryana,2019,3,Financial Services,61503,16715101
1409,Haryana,2019,3,Others,829974,301378586
1410,Haryana,2019,4,Peer-to-peer payments,15729819,58242027266
1411,Haryana,2019,4,Merchant payments,11615667,5253780278
1412,Haryana,2019,4,Recharge & bill payments,9648003,5637358526
1413,Haryana,2019,4,Financial Services,41688,13756049
1414,Haryana,2019,4,Others,790808,212797750
1415,Haryana,2020,1,Peer-to-peer payments,17728235,68367245528
1416,Haryana,2020,1,Merchant payments,14327020,7075196609
1417,Haryana,2020,1,Recharge & bill payments,11346112,6331682017
1418,Haryana,2020,1,Financial Services,34488,25266730
1419,Haryana,2020,1,Others,600232,176823674
1420,Haryana,2020,2,Peer-to-peer payments,17334369,66645492691
1421,Haryana,2020,2,Recharge & bill payments,12740328,6547618492
1422,Haryana,2020,2,Merchant payments,11527654,7393393678
1423,Haryana,2020,2,Financial Services,48759,49209527
1424,Haryana,2020,2,Others,129940,75550537
1425,Haryana,2020,3,Peer-to-peer payments,24123449,88796356487
1426,Haryana,2020,3,Merchant payments,20845136,12141560867
1427,Haryana,2020,3,Recharge & bill payments,12716319,8452802893
1428,Haryana,2020,3,Financial Services,66457,80854297
1429,Haryana,2020,3,Others,186818,96375902
1430,Haryana,2020,4,Merchant payments,34063692,21382305452
1431,Haryana,2020,4,Peer-to-peer payments,33920789,1.28614E+11
1432,Haryana,2020,4,Recharge & bill payments,14682896,9675471301
1433,Haryana,2020,4,Financial Services,84881,103265694
1434,Haryana,2020,4,Others,419181,223528573
1435,Haryana,2021,1,Merchant payments,39363588,23389100227
1436,Haryana,2021,1,Peer-to-peer payments,36764622,1.35971E+11
1437,Haryana,2021,1,Recharge & bill payments,13680353,9260346909
1438,Haryana,2021,1,Financial Services,79784,99672810
1439,Haryana,2021,1,Others,364437,218544351
1440,Haryana,2021,2,Merchant payments,45335533,29119078264
1441,Haryana,2021,2,Peer-to-peer payments,44086559,1.61074E+11
1442,Haryana,2021,2,Recharge & bill payments,15861047,9839496895
1443,Haryana,2021,2,Financial Services,85821,97238136
1444,Haryana,2021,2,Others,311896,227855607
1445,Haryana,2021,3,Merchant payments,66885213,40190922827
1446,Haryana,2021,3,Peer-to-peer payments,55929958,1.88549E+11
1447,Haryana,2021,3,Recharge & bill payments,17087955,11681457469
1448,Haryana,2021,3,Financial Services,77496,116592181
1449,Haryana,2021,3,Others,479071,289441482
1450,Haryana,2021,4,Merchant payments,84993587,56325102921
1451,Haryana,2021,4,Peer-to-peer payments,66548306,2.38639E+11
1452,Haryana,2021,4,Recharge & bill payments,17632752,13817258646
1453,Haryana,2021,4,Financial Services,105050,151421307
1454,Haryana,2021,4,Others,407280,307822609
1455,Haryana,2022,1,Merchant payments,98346418,62565728158
1456,Haryana,2022,1,Peer-to-peer payments,74499889,2.63547E+11
1457,Haryana,2022,1,Recharge & bill payments,18494827,14765350796
1458,Haryana,2022,1,Financial Services,107240,146586165
1459,Haryana,2022,1,Others,540235,279136534
1460,Haryana,2022,2,Merchant payments,130033573,76926347116
1461,Haryana,2022,2,Peer-to-peer payments,84219451,3.00505E+11
1462,Haryana,2022,2,Recharge & bill payments,20011709,17457331653
1463,Haryana,2022,2,Financial Services,89805,120610062
1464,Haryana,2022,2,Others,345424,224949213
1465,Haryana,2022,3,Merchant payments,151278013,87063736520
1466,Haryana,2022,3,Peer-to-peer payments,95071203,3.19375E+11
1467,Haryana,2022,3,Recharge & bill payments,22592966,21247984019
1468,Haryana,2022,3,Financial Services,111032,144937203
1469,Haryana,2022,3,Others,308596,223267730
1470,Haryana,2022,4,Merchant payments,169685872,1.02918E+11
1471,Haryana,2022,4,Peer-to-peer payments,102993798,3.64514E+11
1472,Haryana,2022,4,Recharge & bill payments,23545059,22666085170
1473,Haryana,2022,4,Financial Services,118488,152488075
1474,Haryana,2022,4,Others,305148,239722616
1475,Haryana,2023,1,Merchant payments,220693824,1.14248E+11
1476,Haryana,2023,1,Peer-to-peer payments,128879993,4.43425E+11
1477,Haryana,2023,1,Recharge & bill payments,31210728,32978369763
1478,Haryana,2023,1,Financial Services,158036,217615573
1479,Haryana,2023,1,Others,375883,281741717
1480,Haryana,2023,2,Merchant payments,275974807,1.30134E+11
1481,Haryana,2023,2,Peer-to-peer payments,147382711,4.95835E+11
1482,Haryana,2023,2,Recharge & bill payments,33655091,35262651840
1483,Haryana,2023,2,Financial Services,172309,259162565
1484,Haryana,2023,2,Others,351272,251633370
1485,Haryana,2023,3,Merchant payments,310148821,1.40917E+11
1486,Haryana,2023,3,Peer-to-peer payments,156760079,4.98556E+11
1487,Haryana,2023,3,Recharge & bill payments,34105227,37490386949
1488,Haryana,2023,3,Financial Services,198713,304618547
1489,Haryana,2023,3,Others,306638,223563566
1490,Haryana,2023,4,Merchant payments,343440148,1.67696E+11
1491,Haryana,2023,4,Peer-to-peer payments,175429519,5.71467E+11
1492,Haryana,2023,4,Recharge & bill payments,35320482,42514330771
1493,Haryana,2023,4,Financial Services,238826,371355840
1494,Haryana,2023,4,Others,319258,222356663
1495,Haryana,2024,1,Merchant payments,376661558,1.77987E+11
1496,Haryana,2024,1,Peer-to-peer payments,187967904,5.83736E+11
1497,Haryana,2024,1,Recharge & bill payments,39068051,44295176434
1498,Haryana,2024,1,Financial Services,256222,477335930
1499,Haryana,2024,1,Others,339765,292383070
1500,Himachal Pradesh,2018,1,Recharge & bill payments,284371,49871176
1501,Himachal Pradesh,2018,1,Peer-to-peer payments,154572,546222027
1502,Himachal Pradesh,2018,1,Merchant payments,13241,13851231
1503,Himachal Pradesh,2018,1,Financial Services,8955,2040523
1504,Himachal Pradesh,2018,1,Others,20779,16752850
1505,Himachal Pradesh,2018,2,Recharge & bill payments,385642,83714322
1506,Himachal Pradesh,2018,2,Peer-to-peer payments,243436,1043702964
1507,Himachal Pradesh,2018,2,Merchant payments,27851,31961301
1508,Himachal Pradesh,2018,2,Financial Services,11330,4108919
1509,Himachal Pradesh,2018,2,Others,19436,19681795
1510,Himachal Pradesh,2018,3,Recharge & bill payments,457449,108456078
1511,Himachal Pradesh,2018,3,Peer-to-peer payments,362755,1596570995
1512,Himachal Pradesh,2018,3,Merchant payments,40675,31168155
1513,Himachal Pradesh,2018,3,Financial Services,8182,1552275
1514,Himachal Pradesh,2018,3,Others,17693,16293930
1515,Himachal Pradesh,2018,4,Recharge & bill payments,598325,143031082
1516,Himachal Pradesh,2018,4,Peer-to-peer payments,590518,2367228879
1517,Himachal Pradesh,2018,4,Merchant payments,86963,87575812
1518,Himachal Pradesh,2018,4,Financial Services,11834,2283053
1519,Himachal Pradesh,2018,4,Others,20243,21180142
1520,Himachal Pradesh,2019,1,Peer-to-peer payments,1178280,3066233588
1521,Himachal Pradesh,2019,1,Recharge & bill payments,844570,209521987
1522,Himachal Pradesh,2019,1,Merchant payments,115553,86624660
1523,Himachal Pradesh,2019,1,Financial Services,9585,1424230
1524,Himachal Pradesh,2019,1,Others,20730,17676978
1525,Himachal Pradesh,2019,2,Peer-to-peer payments,1141873,4428007671
1526,Himachal Pradesh,2019,2,Recharge & bill payments,1076793,279864580
1527,Himachal Pradesh,2019,2,Merchant payments,248517,141088576
1528,Himachal Pradesh,2019,2,Financial Services,5013,1453652
1529,Himachal Pradesh,2019,2,Others,30110,25469495
1530,Himachal Pradesh,2019,3,Recharge & bill payments,1212659,327570067
1531,Himachal Pradesh,2019,3,Peer-to-peer payments,1181680,5039276845
1532,Himachal Pradesh,2019,3,Merchant payments,312575,182746198
1533,Himachal Pradesh,2019,3,Financial Services,3096,1775674
1534,Himachal Pradesh,2019,3,Others,25170,20649997
1535,Himachal Pradesh,2019,4,Peer-to-peer payments,1579582,6533855301
1536,Himachal Pradesh,2019,4,Recharge & bill payments,1442940,402619115
1537,Himachal Pradesh,2019,4,Merchant payments,467309,314965061
1538,Himachal Pradesh,2019,4,Financial Services,4576,1769642
1539,Himachal Pradesh,2019,4,Others,22239,17954419
1540,Himachal Pradesh,2020,1,Recharge & bill payments,1815157,542356757
1541,Himachal Pradesh,2020,1,Peer-to-peer payments,1594806,6431826925
1542,Himachal Pradesh,2020,1,Merchant payments,711018,427497010
1543,Himachal Pradesh,2020,1,Financial Services,4711,3172304
1544,Himachal Pradesh,2020,1,Others,18788,14613755
1545,Himachal Pradesh,2020,2,Recharge & bill payments,2558935,802231470
1546,Himachal Pradesh,2020,2,Peer-to-peer payments,1544488,6738488219
1547,Himachal Pradesh,2020,2,Merchant payments,570031,479165631
1548,Himachal Pradesh,2020,2,Financial Services,7634,7359758
1549,Himachal Pradesh,2020,2,Others,14642,9659685
1550,Himachal Pradesh,2020,3,Recharge & bill payments,2416395,834567922
1551,Himachal Pradesh,2020,3,Peer-to-peer payments,1954492,8806586537
1552,Himachal Pradesh,2020,3,Merchant payments,1090445,851539467
1553,Himachal Pradesh,2020,3,Financial Services,9543,11391079
1554,Himachal Pradesh,2020,3,Others,19001,11969009
1555,Himachal Pradesh,2020,4,Recharge & bill payments,2638030,936305778
