,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
3750,Tamil Nadu,2018,2,Peer-to-peer payments,4433762,18067624388
3751,Tamil Nadu,2018,2,Merchant payments,627918,517130320
3752,Tamil Nadu,2018,2,Financial Services,167035,65402385
3753,Tamil Nadu,2018,2,Others,298736,285794227
3754,Tamil Nadu,2018,3,Peer-to-peer payments,8810836,26792462660
3755,Tamil Nadu,2018,3,Recharge & bill payments,5148411,1521551955
3756,Tamil Nadu,2018,3,Merchant payments,1290978,733189650
3757,Tamil Nadu,2018,3,Financial Services,191732,37049222
3758,Tamil Nadu,2018,3,Others,332121,245838754
3759,Tamil Nadu,2018,4,Peer-to-peer payments,11538547,39180083691
3760,Tamil Nadu,2018,4,Recharge & bill payments,7093764,2020329568
3761,Tamil Nadu,2018,4,Merchant payments,3145621,1742903221
3762,Tamil Nadu,2018,4,Financial Services,228398,46571759
3763,Tamil Nadu,2018,4,Others,451114,312185737
3764,Tamil Nadu,2019,1,Peer-to-peer payments,18645926,51296299081
3765,Tamil Nadu,2019,1,Recharge & bill payments,8863289,2695317015
3766,Tamil Nadu,2019,1,Merchant payments,4195222,1924461189
3767,Tamil Nadu,2019,1,Financial Services,193261,31217138
3768,Tamil Nadu,2019,1,Others,377347,256742393
3769,Tamil Nadu,2019,2,Peer-to-peer payments,16952961,57924128549
3770,Tamil Nadu,2019,2,Recharge & bill payments,8414514,3280033640
3771,Tamil Nadu,2019,2,Merchant payments,6296995,2690331793
3772,Tamil Nadu,2019,2,Financial Services,70142,18334602
3773,Tamil Nadu,2019,2,Others,437125,294847442
3774,Tamil Nadu,2019,3,Peer-to-peer payments,21277636,70615331409
3775,Tamil Nadu,2019,3,Merchant payments,10344027,4079315733
3776,Tamil Nadu,2019,3,Recharge & bill payments,9246678,3964144354
3777,Tamil Nadu,2019,3,Financial Services,88261,27213742
3778,Tamil Nadu,2019,3,Others,453581,273599406
3779,Tamil Nadu,2019,4,Peer-to-peer payments,28814008,91858026341
3780,Tamil Nadu,2019,4,Merchant payments,16153034,6420193205
3781,Tamil Nadu,2019,4,Recharge & bill payments,11157765,4681454398
3782,Tamil Nadu,2019,4,Financial Services,60624,24332241
3783,Tamil Nadu,2019,4,Others,410980,206859328
3784,Tamil Nadu,2020,1,Peer-to-peer payments,30880360,1.01908E+11
3785,Tamil Nadu,2020,1,Merchant payments,21541556,8950736938
3786,Tamil Nadu,2020,1,Recharge & bill payments,14134259,5493239430
3787,Tamil Nadu,2020,1,Financial Services,61427,41422108
3788,Tamil Nadu,2020,1,Others,335871,176604658
3789,Tamil Nadu,2020,2,Peer-to-peer payments,21700844,82347647064
3790,Tamil Nadu,2020,2,Recharge & bill payments,18474731,6414781159
3791,Tamil Nadu,2020,2,Merchant payments,11477546,6909361872
3792,Tamil Nadu,2020,2,Financial Services,78584,89189350
3793,Tamil Nadu,2020,2,Others,138405,65529452
3794,Tamil Nadu,2020,3,Peer-to-peer payments,31754077,1.23561E+11
3795,Tamil Nadu,2020,3,Merchant payments,20664887,12554589576
3796,Tamil Nadu,2020,3,Recharge & bill payments,17521756,7476952307
3797,Tamil Nadu,2020,3,Financial Services,129671,158512063
3798,Tamil Nadu,2020,3,Others,207434,90281020
3799,Tamil Nadu,2020,4,Peer-to-peer payments,47800741,1.72196E+11
3800,Tamil Nadu,2020,4,Merchant payments,41297305,24417758782
3801,Tamil Nadu,2020,4,Recharge & bill payments,21563946,9462546013
3802,Tamil Nadu,2020,4,Financial Services,153044,186775413
3803,Tamil Nadu,2020,4,Others,364665,209735504
3804,Tamil Nadu,2021,1,Peer-to-peer payments,57446279,2.06405E+11
3805,Tamil Nadu,2021,1,Merchant payments,53811885,30722779535
3806,Tamil Nadu,2021,1,Recharge & bill payments,24826273,11115915389
3807,Tamil Nadu,2021,1,Financial Services,170620,215319360
3808,Tamil Nadu,2021,1,Others,301617,208899282
3809,Tamil Nadu,2021,2,Peer-to-peer payments,60812902,2.16379E+11
3810,Tamil Nadu,2021,2,Merchant payments,52048347,33504798113
3811,Tamil Nadu,2021,2,Recharge & bill payments,32753032,13155346942
3812,Tamil Nadu,2021,2,Financial Services,192614,225113403
3813,Tamil Nadu,2021,2,Others,351547,223054882
3814,Tamil Nadu,2021,3,Merchant payments,85074941,52932187059
3815,Tamil Nadu,2021,3,Peer-to-peer payments,83833356,2.96121E+11
3816,Tamil Nadu,2021,3,Recharge & bill payments,34751691,15613287082
3817,Tamil Nadu,2021,3,Financial Services,182097,246146707
3818,Tamil Nadu,2021,3,Others,515319,294622912
3819,Tamil Nadu,2021,4,Merchant payments,117578360,70539086832
3820,Tamil Nadu,2021,4,Peer-to-peer payments,104493071,3.53529E+11
3821,Tamil Nadu,2021,4,Recharge & bill payments,36163870,18979178478
3822,Tamil Nadu,2021,4,Financial Services,228761,275850497
3823,Tamil Nadu,2021,4,Others,691914,400412190
3824,Tamil Nadu,2022,1,Merchant payments,139788772,81798208976
3825,Tamil Nadu,2022,1,Peer-to-peer payments,119383791,4.09632E+11
3826,Tamil Nadu,2022,1,Recharge & bill payments,34579431,20705079141
3827,Tamil Nadu,2022,1,Financial Services,241201,298216135
3828,Tamil Nadu,2022,1,Others,579955,355987090
3829,Tamil Nadu,2022,2,Merchant payments,179245529,1.00813E+11
3830,Tamil Nadu,2022,2,Peer-to-peer payments,136341691,4.64333E+11
3831,Tamil Nadu,2022,2,Recharge & bill payments,38257271,24477663684
3832,Tamil Nadu,2022,2,Financial Services,202498,233054909
3833,Tamil Nadu,2022,2,Others,459948,277767177
3834,Tamil Nadu,2022,3,Merchant payments,202149276,1.09801E+11
3835,Tamil Nadu,2022,3,Peer-to-peer payments,148805657,4.9388E+11
3836,Tamil Nadu,2022,3,Recharge & bill payments,41919063,27694221703
3837,Tamil Nadu,2022,3,Financial Services,217741,238069828
3838,Tamil Nadu,2022,3,Others,404438,265434771
3839,Tamil Nadu,2022,4,Merchant payments,229308285,1.18848E+11
3840,Tamil Nadu,2022,4,Peer-to-peer payments,162920305,5.26511E+11
3841,Tamil Nadu,2022,4,Recharge & bill payments,43391904,29719449171
3842,Tamil Nadu,2022,4,Financial Services,295740,334812024
3843,Tamil Nadu,2022,4,Others,400402,275988847
3844,Tamil Nadu,2023,1,Merchant payments,248540772,1.2425E+11
3845,Tamil Nadu,2023,1,Peer-to-peer payments,169269032,5.54678E+11
3846,Tamil Nadu,2023,1,Recharge & bill payments,42745926,36069237413
3847,Tamil Nadu,2023,1,Financial Services,281287,303893116
3848,Tamil Nadu,2023,1,Others,375370,281926174
3849,Tamil Nadu,2023,2,Merchant payments,270279446,1.32953E+11
3850,Tamil Nadu,2023,2,Peer-to-peer payments,181169979,6.03065E+11
3851,Tamil Nadu,2023,2,Recharge & bill payments,46387359,39784453434
3852,Tamil Nadu,2023,2,Financial Services,273888,317118374
3853,Tamil Nadu,2023,2,Others,318966,243058635
3854,Tamil Nadu,2023,3,Merchant payments,309648502,1.47481E+11
3855,Tamil Nadu,2023,3,Peer-to-peer payments,198678217,6.41624E+11
3856,Tamil Nadu,2023,3,Recharge & bill payments,47138716,43398412878
3857,Tamil Nadu,2023,3,Financial Services,320645,373041817
3858,Tamil Nadu,2023,3,Others,298928,228563326
3859,Tamil Nadu,2023,4,Merchant payments,336838248,1.62776E+11
3860,Tamil Nadu,2023,4,Peer-to-peer payments,208592985,6.62522E+11
3861,Tamil Nadu,2023,4,Recharge & bill payments,47390155,46923336165
3862,Tamil Nadu,2023,4,Financial Services,381269,421861473
3863,Tamil Nadu,2023,4,Others,278724,226976660
3864,Tamil Nadu,2024,1,Merchant payments,372666269,1.7404E+11
3865,Tamil Nadu,2024,1,Peer-to-peer payments,219277542,6.8908E+11
3866,Tamil Nadu,2024,1,Recharge & bill payments,47746915,50024181672
3867,Tamil Nadu,2024,1,Financial Services,374620,495981410
3868,Tamil Nadu,2024,1,Others,261851,221064820
3869,Telangana,2018,1,Recharge & bill payments,4209319,831912768
3870,Telangana,2018,1,Peer-to-peer payments,3307245,11748268951
3871,Telangana,2018,1,Merchant payments,351474,282899067
3872,Telangana,2018,1,Financial Services,262876,57011875
3873,Telangana,2018,1,Others,391852,388111458
3874,Telangana,2018,2,Peer-to-peer payments,4784079,20748520743
3875,Telangana,2018,2,Recharge & bill payments,4686542,1274130054
3876,Telangana,2018,2,Merchant payments,701082,551696487
3877,Telangana,2018,2,Financial Services,277805,85498213
3878,Telangana,2018,2,Others,315162,357356021
3879,Telangana,2018,3,Peer-to-peer payments,11560952,29253505739
3880,Telangana,2018,3,Recharge & bill payments,5328881,1568136061
3881,Telangana,2018,3,Merchant payments,1770075,855534175
3882,Telangana,2018,3,Financial Services,307312,52554124
3883,Telangana,2018,3,Others,365483,300363111
3884,Telangana,2018,4,Peer-to-peer payments,15571288,44541667502
3885,Telangana,2018,4,Recharge & bill payments,7121135,2165870863
3886,Telangana,2018,4,Merchant payments,5315161,2356841305
3887,Telangana,2018,4,Financial Services,392423,64569231
3888,Telangana,2018,4,Others,521147,380139547
3889,Telangana,2019,1,Peer-to-peer payments,40488967,87361237975
3890,Telangana,2019,1,Merchant payments,12341901,4144368546
3891,Telangana,2019,1,Recharge & bill payments,11525394,3619117615
3892,Telangana,2019,1,Financial Services,463688,54547989
3893,Telangana,2019,1,Others,470752,343989910
3894,Telangana,2019,2,Peer-to-peer payments,46741594,1.41096E+11
3895,Telangana,2019,2,Merchant payments,25682382,8442740781
3896,Telangana,2019,2,Recharge & bill payments,16225017,5603477829
3897,Telangana,2019,2,Financial Services,252173,43627345
3898,Telangana,2019,2,Others,709213,490894328
3899,Telangana,2019,3,Peer-to-peer payments,59981113,1.80343E+11
3900,Telangana,2019,3,Merchant payments,44035953,14308557741
3901,Telangana,2019,3,Recharge & bill payments,16437222,6793699069
3902,Telangana,2019,3,Financial Services,183163,39617187
3903,Telangana,2019,3,Others,857925,445278745
3904,Telangana,2019,4,Peer-to-peer payments,82587060,2.49347E+11
3905,Telangana,2019,4,Merchant payments,59347809,21510626607
3906,Telangana,2019,4,Recharge & bill payments,20797056,9561315125
3907,Telangana,2019,4,Financial Services,137291,33453857
3908,Telangana,2019,4,Others,703042,294688963
3909,Telangana,2020,1,Peer-to-peer payments,95668911,3.27642E+11
3910,Telangana,2020,1,Merchant payments,76818285,31076431478
3911,Telangana,2020,1,Recharge & bill payments,26324268,12324266105
3912,Telangana,2020,1,Financial Services,88184,59500639
3913,Telangana,2020,1,Others,509877,241784102
3914,Telangana,2020,2,Peer-to-peer payments,76683293,2.79479E+11
3915,Telangana,2020,2,Merchant payments,44181999,26712043205
3916,Telangana,2020,2,Recharge & bill payments,30885875,15106945864
3917,Telangana,2020,2,Financial Services,116776,134169907
3918,Telangana,2020,2,Others,187200,100126467
3919,Telangana,2020,3,Peer-to-peer payments,116668399,4.37459E+11
3920,Telangana,2020,3,Merchant payments,86836471,49743225885
3921,Telangana,2020,3,Recharge & bill payments,32352860,18378477088
3922,Telangana,2020,3,Financial Services,195857,223377024
3923,Telangana,2020,3,Others,318539,156875855
3924,Telangana,2020,4,Peer-to-peer payments,160607487,5.91977E+11
3925,Telangana,2020,4,Merchant payments,143897953,81725950703
3926,Telangana,2020,4,Recharge & bill payments,38174710,22006183349
3927,Telangana,2020,4,Financial Services,230134,275357720
3928,Telangana,2020,4,Others,733503,366346176
3929,Telangana,2021,1,Merchant payments,185230619,95927278281
3930,Telangana,2021,1,Peer-to-peer payments,179738195,6.76276E+11
3931,Telangana,2021,1,Recharge & bill payments,46371555,26447601339
3932,Telangana,2021,1,Financial Services,262473,320153410
3933,Telangana,2021,1,Others,969268,387877901
3934,Telangana,2021,2,Peer-to-peer payments,230861833,8.72152E+11
3935,Telangana,2021,2,Merchant payments,205232899,1.23208E+11
3936,Telangana,2021,2,Recharge & bill payments,58637866,31877277168
3937,Telangana,2021,2,Financial Services,278546,300569264
3938,Telangana,2021,2,Others,856400,420723416
3939,Telangana,2021,3,Merchant payments,286735350,1.59227E+11
3940,Telangana,2021,3,Peer-to-peer payments,271436926,9.81755E+11
3941,Telangana,2021,3,Recharge & bill payments,62744121,36434881136
3942,Telangana,2021,3,Financial Services,235519,329138539
3943,Telangana,2021,3,Others,1734852,543116826
3944,Telangana,2021,4,Merchant payments,376584215,2.12975E+11
3945,Telangana,2021,4,Peer-to-peer payments,331774591,1.20499E+12
3946,Telangana,2021,4,Recharge & bill payments,66477036,44760398983
3947,Telangana,2021,4,Financial Services,298871,392141744
3948,Telangana,2021,4,Others,855060,639658843
3949,Telangana,2022,1,Merchant payments,449186799,2.43842E+11
3950,Telangana,2022,1,Peer-to-peer payments,368048408,1.37529E+12
3951,Telangana,2022,1,Recharge & bill payments,66352138,50470450180
3952,Telangana,2022,1,Financial Services,284035,394283512
3953,Telangana,2022,1,Others,2582005,642005689
3954,Telangana,2022,2,Merchant payments,565370506,3.07468E+11
3955,Telangana,2022,2,Peer-to-peer payments,422056582,1.58001E+12
3956,Telangana,2022,2,Recharge & bill payments,75099130,63136761649
3957,Telangana,2022,2,Financial Services,245023,324857781
3958,Telangana,2022,2,Others,611316,470432687
3959,Telangana,2022,3,Merchant payments,880414292,4.47151E+11
3960,Telangana,2022,3,Peer-to-peer payments,626830752,2.17017E+12
3961,Telangana,2022,3,Recharge & bill payments,119779835,87937210666
3962,Telangana,2022,3,Financial Services,340458,442783619
3963,Telangana,2022,3,Others,800064,621900924
3964,Telangana,2022,4,Merchant payments,1002521735,4.91556E+11
3965,Telangana,2022,4,Peer-to-peer payments,694612831,2.39338E+12
3966,Telangana,2022,4,Recharge & bill payments,121188131,92136759501
3967,Telangana,2022,4,Financial Services,401838,498719426
3968,Telangana,2022,4,Others,782297,680680558
3969,Telangana,2023,1,Merchant payments,830385203,3.69962E+11
3970,Telangana,2023,1,Peer-to-peer payments,522865792,1.89881E+12
3971,Telangana,2023,1,Recharge & bill payments,86187673,1.02787E+11
3972,Telangana,2023,1,Financial Services,326874,458821191
3973,Telangana,2023,1,Others,565916,560179944
3974,Telangana,2023,2,Merchant payments,977182965,4.2917E+11
3975,Telangana,2023,2,Peer-to-peer payments,593322476,2.15592E+12
3976,Telangana,2023,2,Recharge & bill payments,94107914,1.12037E+11
3977,Telangana,2023,2,Financial Services,354045,517795343
3978,Telangana,2023,2,Others,463571,507337241
3979,Telangana,2023,3,Merchant payments,1128208049,4.80553E+11
3980,Telangana,2023,3,Peer-to-peer payments,647331506,2.27218E+12
3981,Telangana,2023,3,Recharge & bill payments,98661838,1.1632E+11
3982,Telangana,2023,3,Financial Services,420147,666845736
3983,Telangana,2023,3,Others,424384,478544808
3984,Telangana,2023,4,Merchant payments,1225132365,5.32737E+11
3985,Telangana,2023,4,Peer-to-peer payments,695789540,2.45342E+12
3986,Telangana,2023,4,Recharge & bill payments,99012602,1.29037E+11
3987,Telangana,2023,4,Financial Services,483067,734596496
3988,Telangana,2023,4,Others,404604,489730148
3989,Telangana,2024,1,Merchant payments,1341371332,5.54208E+11
3990,Telangana,2024,1,Peer-to-peer payments,735409951,2.51693E+12
3991,Telangana,2024,1,Recharge & bill payments,101670893,1.31284E+11
3992,Telangana,2024,1,Financial Services,494360,861174964
3993,Telangana,2024,1,Others,438771,485343794
3994,Tripura,2018,1,Recharge & bill payments,86819,14079440
3995,Tripura,2018,1,Peer-to-peer payments,44844,112229995
3996,Tripura,2018,1,Financial Services,4842,672248
3997,Tripura,2018,1,Merchant payments,4833,6080960
3998,Tripura,2018,1,Others,6819,4916273
3999,Tripura,2018,2,Recharge & bill payments,118171,22554398
4000,Tripura,2018,2,Peer-to-peer payments,73821,197666882
4001,Tripura,2018,2,Merchant payments,9621,10570951
4002,Tripura,2018,2,Financial Services,6925,1264102
4003,Tripura,2018,2,Others,6021,4835386
4004,Tripura,2018,3,Peer-to-peer payments,186065,398867427
4005,Tripura,2018,3,Recharge & bill payments,156308,33484811
4006,Tripura,2018,3,Merchant payments,21476,16092396
4007,Tripura,2018,3,Financial Services,8106,1080000
4008,Tripura,2018,3,Others,5748,4338753
4009,Tripura,2018,4,Recharge & bill payments,204720,38334817
4010,Tripura,2018,4,Peer-to-peer payments,179739,549068822
4011,Tripura,2018,4,Merchant payments,50888,31066468
4012,Tripura,2018,4,Financial Services,6441,1023127
4013,Tripura,2018,4,Others,6271,5392366
4014,Tripura,2019,1,Peer-to-peer payments,296993,679165333
4015,Tripura,2019,1,Recharge & bill payments,227997,44429378
4016,Tripura,2019,1,Merchant payments,46642,28109966
4017,Tripura,2019,1,Financial Services,4189,461474
4018,Tripura,2019,1,Others,5105,4728790
4019,Tripura,2019,2,Peer-to-peer payments,240776,751113516
4020,Tripura,2019,2,Recharge & bill payments,218649,48989431
4021,Tripura,2019,2,Merchant payments,64829,35275707
4022,Tripura,2019,2,Financial Services,1899,339184
4023,Tripura,2019,2,Others,6405,6103645
4024,Tripura,2019,3,Recharge & bill payments,339539,81845425
4025,Tripura,2019,3,Peer-to-peer payments,270163,884623554
4026,Tripura,2019,3,Merchant payments,68399,44802064
4027,Tripura,2019,3,Financial Services,27970,582021
4028,Tripura,2019,3,Others,5646,5524359
4029,Tripura,2019,4,Recharge & bill payments,373779,88001651
4030,Tripura,2019,4,Peer-to-peer payments,359076,1071507586
4031,Tripura,2019,4,Merchant payments,62458,51274034
4032,Tripura,2019,4,Financial Services,2239,377098
4033,Tripura,2019,4,Others,4272,4239792
4034,Tripura,2020,1,Recharge & bill payments,449584,114355218
4035,Tripura,2020,1,Peer-to-peer payments,366218,1400694934
4036,Tripura,2020,1,Merchant payments,102861,68590604
4037,Tripura,2020,1,Financial Services,1722,1066652
4038,Tripura,2020,1,Others,4117,4071400
4039,Tripura,2020,2,Recharge & bill payments,600206,163220167
4040,Tripura,2020,2,Peer-to-peer payments,346863,1501452756
4041,Tripura,2020,2,Merchant payments,97816,99795974
4042,Tripura,2020,2,Financial Services,2904,2247783
4043,Tripura,2020,2,Others,4731,2459205
4044,Tripura,2020,3,Recharge & bill payments,627363,185201997
4045,Tripura,2020,3,Peer-to-peer payments,477769,1959371083
4046,Tripura,2020,3,Merchant payments,202106,190218136
4047,Tripura,2020,3,Financial Services,3828,3141392
4048,Tripura,2020,3,Others,6819,3886908
4049,Tripura,2020,4,Peer-to-peer payments,650386,2683789890
4050,Tripura,2020,4,Recharge & bill payments,631611,192385823
4051,Tripura,2020,4,Merchant payments,357567,296872485
4052,Tripura,2020,4,Financial Services,4084,3666639
4053,Tripura,2020,4,Others,8242,5416158
4054,Tripura,2021,1,Peer-to-peer payments,643366,2821226151
4055,Tripura,2021,1,Recharge & bill payments,508718,173211141
4056,Tripura,2021,1,Merchant payments,350366,333743281
4057,Tripura,2021,1,Financial Services,3146,2879929
4058,Tripura,2021,1,Others,5827,4281068
4059,Tripura,2021,2,Peer-to-peer payments,703728,2865655130
4060,Tripura,2021,2,Recharge & bill payments,589839,189808503
4061,Tripura,2021,2,Merchant payments,440060,404915547
4062,Tripura,2021,2,Financial Services,3656,3503925
4063,Tripura,2021,2,Others,7146,4271256
4064,Tripura,2021,3,Peer-to-peer payments,864329,3491901741
4065,Tripura,2021,3,Recharge & bill payments,620991,215226020
4066,Tripura,2021,3,Merchant payments,584079,648504776
4067,Tripura,2021,3,Financial Services,2886,3473153
4068,Tripura,2021,3,Others,8915,5028079
4069,Tripura,2021,4,Peer-to-peer payments,1060915,4368786747
4070,Tripura,2021,4,Merchant payments,793636,874005408
4071,Tripura,2021,4,Recharge & bill payments,650251,241225282
4072,Tripura,2021,4,Financial Services,3635,5073899
4073,Tripura,2021,4,Others,12256,7838129
4074,Tripura,2022,1,Peer-to-peer payments,1221863,4934712034
4075,Tripura,2022,1,Merchant payments,992891,1037265263
4076,Tripura,2022,1,Recharge & bill payments,641170,262348231
4077,Tripura,2022,1,Financial Services,4351,5782533
4078,Tripura,2022,1,Others,10915,7221703
4079,Tripura,2022,2,Peer-to-peer payments,1443647,5354182194
4080,Tripura,2022,2,Merchant payments,1322009,1235804020
4081,Tripura,2022,2,Recharge & bill payments,638643,278018856
4082,Tripura,2022,2,Financial Services,3812,4533636
4083,Tripura,2022,2,Others,10553,5732337
4084,Tripura,2022,3,Peer-to-peer payments,1836678,6718925839
4085,Tripura,2022,3,Merchant payments,1660497,1589078400
4086,Tripura,2022,3,Recharge & bill payments,745382,329401812
4087,Tripura,2022,3,Financial Services,4343,5330626
4088,Tripura,2022,3,Others,9679,5616127
4089,Tripura,2022,4,Peer-to-peer payments,2252390,8142233538
4090,Tripura,2022,4,Merchant payments,2054988,1925282619
4091,Tripura,2022,4,Recharge & bill payments,874800,373875271
4092,Tripura,2022,4,Financial Services,5787,5028489
4093,Tripura,2022,4,Others,10225,6551901
4094,Tripura,2023,1,Merchant payments,2991978,2538146159
4095,Tripura,2023,1,Peer-to-peer payments,2961284,10170883076
4096,Tripura,2023,1,Recharge & bill payments,1146228,565902758
4097,Tripura,2023,1,Financial Services,7716,6190362
4098,Tripura,2023,1,Others,11481,7160536
4099,Tripura,2023,2,Merchant payments,3654027,2936486824
4100,Tripura,2023,2,Peer-to-peer payments,3144448,10396364428
4101,Tripura,2023,2,Recharge & bill payments,1112236,570797284
4102,Tripura,2023,2,Financial Services,8100,8721399
4103,Tripura,2023,2,Others,10732,6760147
4104,Tripura,2023,3,Merchant payments,4388876,3335231974
4105,Tripura,2023,3,Peer-to-peer payments,3553878,11300910781
4106,Tripura,2023,3,Recharge & bill payments,1144676,597050057
4107,Tripura,2023,3,Financial Services,11060,9972113
4108,Tripura,2023,3,Others,10272,6058405
4109,Tripura,2023,4,Merchant payments,5112814,3958280687
4110,Tripura,2023,4,Peer-to-peer payments,3854572,12207187199
4111,Tripura,2023,4,Recharge & bill payments,1152820,638954177
4112,Tripura,2023,4,Financial Services,10341,9913640
4113,Tripura,2023,4,Others,10363,5561091
4114,Tripura,2024,1,Merchant payments,5721862,4318458993
4115,Tripura,2024,1,Peer-to-peer payments,4085450,12732805697
4116,Tripura,2024,1,Recharge & bill payments,1215498,683732258
4117,Tripura,2024,1,Financial Services,10290,12617991
4118,Tripura,2024,1,Others,9539,4574435
4119,Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827544
4120,Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969149
4121,Uttar Pradesh,2018,1,Merchant payments,442436,428301434
4122,Uttar Pradesh,2018,1,Financial Services,397328,75150445
4123,Uttar Pradesh,2018,1,Others,570712,447722351
4124,Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461
4125,Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440016
4126,Uttar Pradesh,2018,2,Merchant payments,909545,799920463
4127,Uttar Pradesh,2018,2,Financial Services,563213,105536912
4128,Uttar Pradesh,2018,2,Others,521685,572768843
4129,Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051607
4130,Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029063
4131,Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185
4132,Uttar Pradesh,2018,3,Financial Services,603303,76605145
4133,Uttar Pradesh,2018,3,Others,544964,493702370
4134,Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291124
4135,Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717447
4136,Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671
4137,Uttar Pradesh,2018,4,Financial Services,517619,76250540
4138,Uttar Pradesh,2018,4,Others,847573,663216794
4139,Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330
4140,Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102033
4141,Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146
4142,Uttar Pradesh,2019,1,Financial Services,389733,43341558
4143,Uttar Pradesh,2019,1,Others,912840,637066066
4144,Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482659
4145,Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886176
4146,Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107
4147,Uttar Pradesh,2019,2,Financial Services,264091,38169260
4148,Uttar Pradesh,2019,2,Others,1229734,775758168
4149,Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023864
4150,Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160943
4151,Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975
4152,Uttar Pradesh,2019,3,Financial Services,258548,51363215
4153,Uttar Pradesh,2019,3,Others,1389018,683145478
4154,Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,1.26565E+11
4155,Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140370
4156,Uttar Pradesh,2019,4,Merchant payments,20582052,9412924985
4157,Uttar Pradesh,2019,4,Financial Services,242936,45686807
4158,Uttar Pradesh,2019,4,Others,1239931,433285938
4159,Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,1.47735E+11
4160,Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417431
4161,Uttar Pradesh,2020,1,Merchant payments,26741638,13072371617
4162,Uttar Pradesh,2020,1,Financial Services,139990,64365117
4163,Uttar Pradesh,2020,1,Others,998744,376573949
4164,Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056
4165,Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,1.5008E+11
4166,Uttar Pradesh,2020,2,Merchant payments,18625913,13655151083
4167,Uttar Pradesh,2020,2,Financial Services,150360,131930243
4168,Uttar Pradesh,2020,2,Others,412073,209384340
4169,Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,2.07531E+11
4170,Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365641
4171,Uttar Pradesh,2020,3,Merchant payments,34697942,24224433241
4172,Uttar Pradesh,2020,3,Financial Services,206210,194129228
4173,Uttar Pradesh,2020,3,Others,586033,303114557
4174,Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,2.94401E+11
4175,Uttar Pradesh,2020,4,Merchant payments,61922138,44438824681
4176,Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973969
4177,Uttar Pradesh,2020,4,Financial Services,246868,255803306
4178,Uttar Pradesh,2020,4,Others,994576,539071476
4179,Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,3.2161E+11
4180,Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381
4181,Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222
4182,Uttar Pradesh,2021,1,Financial Services,250656,266104784
4183,Uttar Pradesh,2021,1,Others,853707,486435811
4184,Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,3.88762E+11
4185,Uttar Pradesh,2021,2,Merchant payments,84860582,70351401160
4186,Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927129
4187,Uttar Pradesh,2021,2,Financial Services,270944,266853067
4188,Uttar Pradesh,2021,2,Others,858953,525487683
4189,Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,4.40727E+11
4190,Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637
4191,Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150110
4192,Uttar Pradesh,2021,3,Financial Services,253418,292009129
4193,Uttar Pradesh,2021,3,Others,1230077,624716522
4194,Uttar Pradesh,2021,4,Merchant payments,183966052,1.42889E+11
4195,Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,6.00974E+11
4196,Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549098
4197,Uttar Pradesh,2021,4,Financial Services,353219,386356976
4198,Uttar Pradesh,2021,4,Others,1471954,829152405
4199,Uttar Pradesh,2022,1,Merchant payments,221556930,1.65544E+11
4200,Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,6.84759E+11
4201,Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998
4202,Uttar Pradesh,2022,1,Financial Services,358499,386218171
