,State,Year,Quarter,district,Transaction_count,Transaction_amount
15012,Telangana,2021,4,warangal urban ,24530882,50725020757
15013,Telangana,2021,4,rangareddy ,111354739,1.89E+11
15014,Telangana,2021,4,hyderabad ,325636475,5.82E+11
15015,Telangana,2021,4,suryapet ,8746371,20490140341
15016,Telangana,2021,4,jogulamba gadwal ,3475042,8363108584
15017,Telangana,2021,4,kamareddy ,5852557,14019170119
15018,Telangana,2021,4,mulugu ,2002635,4656636196
15019,Telangana,2021,4,medchal malkajgiri ,98780634,1.65E+11
15020,Telangana,2021,4,karimnagar ,13040240,29149229156
15021,Telangana,2021,4,mancherial ,9454805,18941077302
15022,Telangana,2021,4,siddipet ,9904471,21996052789
15023,Telangana,2021,4,khammam ,13424236,31245204308
15024,Telangana,2022,1,narayanpet ,2758911,7151473315
15025,Telangana,2022,1,nalgonda ,17014104,39284842781
15026,Telangana,2022,1,jangaon ,6272901,13092572661
15027,Telangana,2022,1,bhadradri kothagudem ,11205856,25370868702
15028,Telangana,2022,1,warangal rural ,6150545,13344851728
15029,Telangana,2022,1,kumuram bheem asifabad ,2974932,5793481590
15030,Telangana,2022,1,nizamabad ,13749642,33996713436
15031,Telangana,2022,1,adilabad ,4070616,8595611705
15032,Telangana,2022,1,rajanna sircilla ,4899037,11337042428
15033,Telangana,2022,1,nagarkurnool ,8134709,19698635872
15034,Telangana,2022,1,peddapalle ,10330840,20671229116
15035,Telangana,2022,1,nirmal ,4497647,12055501322
15036,Telangana,2022,1,mahabubabad ,5919451,12694323911
15037,Telangana,2022,1,sangareddy ,27250369,50754041230
15038,Telangana,2022,1,wanaparthy ,4303823,10471886397
15039,Telangana,2022,1,vikarabad ,6463353,13753017142
15040,Telangana,2022,1,jagtial ,7599529,19792335843
15041,Telangana,2022,1,yadadri bhuvanagiri ,9901695,21558326705
15042,Telangana,2022,1,medak ,5651890,11841334267
15043,Telangana,2022,1,mahbubnagar ,9243634,19752565211
15044,Telangana,2022,1,jaya shankar bhalupally ,4079946,9295064924
15045,Telangana,2022,1,warangal urban ,27504554,56954288260
15046,Telangana,2022,1,rangareddy ,127675017,2.17E+11
15047,Telangana,2022,1,hyderabad ,372711414,6.62E+11
15048,Telangana,2022,1,suryapet ,10201103,23321415933
15049,Telangana,2022,1,jogulamba gadwal ,3961470,10094399208
15050,Telangana,2022,1,kamareddy ,6663659,15293088688
15051,Telangana,2022,1,mulugu ,2589325,6575024639
15052,Telangana,2022,1,medchal malkajgiri ,110893187,1.85E+11
15053,Telangana,2022,1,karimnagar ,14698433,32332888870
15054,Telangana,2022,1,mancherial ,10350779,21171437142
15055,Telangana,2022,1,siddipet ,11464769,25404779557
15056,Telangana,2022,1,khammam ,15266245,35894472742
15057,Telangana,2022,2,narayanpet ,3197626,7716014147
15058,Telangana,2022,2,nalgonda ,19977314,44558915743
15059,Telangana,2022,2,jangaon ,7231360,14919993685
15060,Telangana,2022,2,bhadradri kothagudem ,12778081,28087468534
15061,Telangana,2022,2,warangal rural ,6842881,14387372671
15062,Telangana,2022,2,kumuram bheem asifabad ,3332600,6154185696
15063,Telangana,2022,2,nizamabad ,16389018,40970987322
15064,Telangana,2022,2,adilabad ,4656805,9736796197
15065,Telangana,2022,2,rajanna sircilla ,5764243,12736454286
15066,Telangana,2022,2,nagarkurnool ,9122281,20244396068
15067,Telangana,2022,2,peddapalle ,11850597,23425044525
15068,Telangana,2022,2,nirmal ,5225334,13791958004
15069,Telangana,2022,2,mahabubabad ,6638916,13720828409
15070,Telangana,2022,2,sangareddy ,32680472,59585382581
15071,Telangana,2022,2,wanaparthy ,4966803,11044991789
15072,Telangana,2022,2,vikarabad ,7440634,14492482418
15073,Telangana,2022,2,jagtial ,8877101,22246967385
15074,Telangana,2022,2,yadadri bhuvanagiri ,11567957,24184571829
15075,Telangana,2022,2,medak ,6738825,13698209530
15076,Telangana,2022,2,mahbubnagar ,10705223,21963911809
15077,Telangana,2022,2,jaya shankar bhalupally ,4528732,9634073658
15078,Telangana,2022,2,warangal urban ,32791256,66551476649
15079,Telangana,2022,2,rangareddy ,161888380,2.67E+11
15080,Telangana,2022,2,hyderabad ,446470234,7.76E+11
15081,Telangana,2022,2,suryapet ,11843388,27017582890
15082,Telangana,2022,2,jogulamba gadwal ,4701957,11410519590
15083,Telangana,2022,2,kamareddy ,7702879,17239444874
15084,Telangana,2022,2,mulugu ,2656701,6165943180
15085,Telangana,2022,2,medchal malkajgiri ,134114768,2.21E+11
15086,Telangana,2022,2,karimnagar ,17621343,38465054891
15087,Telangana,2022,2,mancherial ,11792212,23483426061
15088,Telangana,2022,2,siddipet ,13598517,29087166428
15089,Telangana,2022,2,khammam ,17688119,40474391433
15090,Telangana,2022,3,narayanpet ,3149412,7372511546
15091,Telangana,2022,3,nalgonda ,19442094,40798032881
15092,Telangana,2022,3,jangaon ,6580615,13279380725
15093,Telangana,2022,3,bhadradri kothagudem ,12264577,25289893378
15094,Telangana,2022,3,warangal rural ,6206207,12580724724
15095,Telangana,2022,3,kumuram bheem asifabad ,3217193,5642724851
15096,Telangana,2022,3,nizamabad ,15374558,35480941123
15097,Telangana,2022,3,adilabad ,4697252,8917128426
15098,Telangana,2022,3,rajanna sircilla ,5407265,11900795823
15099,Telangana,2022,3,nagarkurnool ,8782718,18637778860
15100,Telangana,2022,3,peddapalle ,10936393,20799401371
15101,Telangana,2022,3,nirmal ,5045789,12158789733
15102,Telangana,2022,3,mahabubabad ,6113296,11797675475
15103,Telangana,2022,3,sangareddy ,33187414,57832647223
15104,Telangana,2022,3,wanaparthy ,4675529,10130094511
15105,Telangana,2022,3,vikarabad ,7799069,14232056920
15106,Telangana,2022,3,jagtial ,8168113,19843349567
15107,Telangana,2022,3,yadadri bhuvanagiri ,10857894,22042571396
15108,Telangana,2022,3,medak ,6256711,12214538647
15109,Telangana,2022,3,mahbubnagar ,10611492,20954874893
15110,Telangana,2022,3,jaya shankar bhalupally ,4204613,8896891605
15111,Telangana,2022,3,warangal urban ,27244856,55794322101
15112,Telangana,2022,3,rangareddy ,169029273,2.73E+11
15113,Telangana,2022,3,hyderabad ,1018658174,1.59E+12
15114,Telangana,2022,3,suryapet ,11413191,23876546283
15115,Telangana,2022,3,jogulamba gadwal ,4706947,11052081760
15116,Telangana,2022,3,kamareddy ,7186922,14964327071
15117,Telangana,2022,3,mulugu ,2441037,5260858335
15118,Telangana,2022,3,medchal malkajgiri ,136384039,2.23E+11
15119,Telangana,2022,3,karimnagar ,17095584,36478353449
15120,Telangana,2022,3,mancherial ,11116187,21649183002
15121,Telangana,2022,3,siddipet ,12900290,27570105119
15122,Telangana,2022,3,khammam ,17010697,36789751401
15123,Telangana,2022,4,narayanpet ,3435861,7851529733
15124,Telangana,2022,4,nalgonda ,21928009,45517531285
15125,Telangana,2022,4,jangaon ,7324178,14733962764
15126,Telangana,2022,4,bhadradri kothagudem ,13693915,27531378067
15127,Telangana,2022,4,warangal rural ,6929973,13558497093
15128,Telangana,2022,4,kumuram bheem asifabad ,3591695,5943432517
15129,Telangana,2022,4,nizamabad ,18308473,42744693428
15130,Telangana,2022,4,adilabad ,5167448,9396320639
15131,Telangana,2022,4,rajanna sircilla ,6122873,13388173024
15132,Telangana,2022,4,nagarkurnool ,9648058,19890947820
15133,Telangana,2022,4,peddapalle ,12177318,23139872487
15134,Telangana,2022,4,nirmal ,5783251,13462685072
15135,Telangana,2022,4,mahabubabad ,6768739,12887238837
15136,Telangana,2022,4,sangareddy ,38000808,64649951913
15137,Telangana,2022,4,wanaparthy ,5371569,11544288247
15138,Telangana,2022,4,vikarabad ,9405139,16602279474
15139,Telangana,2022,4,jagtial ,9304649,22521347753
15140,Telangana,2022,4,yadadri bhuvanagiri ,12310890,25002594202
15141,Telangana,2022,4,medak ,7373744,14553997201
15142,Telangana,2022,4,mahbubnagar ,12087718,23376388641
15143,Telangana,2022,4,jaya shankar bhalupally ,4699909,9308144372
15144,Telangana,2022,4,warangal urban ,29269688,57991182917
15145,Telangana,2022,4,rangareddy ,191136402,2.96E+11
15146,Telangana,2022,4,hyderabad ,1133829812,1.75E+12
15147,Telangana,2022,4,suryapet ,12755991,27190932825
15148,Telangana,2022,4,jogulamba gadwal ,5163965,11177285267
15149,Telangana,2022,4,kamareddy ,8479586,18381989175
15150,Telangana,2022,4,mulugu ,2756762,5528206382
15151,Telangana,2022,4,medchal malkajgiri ,151514969,2.38E+11
15152,Telangana,2022,4,karimnagar ,19056918,39357490541
15153,Telangana,2022,4,mancherial ,12469076,23710042437
15154,Telangana,2022,4,siddipet ,14715170,30384216197
15155,Telangana,2022,4,khammam ,18924276,39626352508
15156,Telangana,2023,1,narayanpet ,5860176,12594283377
15157,Telangana,2023,1,nalgonda ,36293901,71134878439
15158,Telangana,2023,1,jangaon ,12351227,23145397276
15159,Telangana,2023,1,bhadradri kothagudem ,22418842,43557678197
15160,Telangana,2023,1,warangal rural ,12016227,22834798897
15161,Telangana,2023,1,kumuram bheem asifabad ,5909863,10044534284
15162,Telangana,2023,1,nizamabad ,29666757,63849185228
15163,Telangana,2023,1,adilabad ,8551063,15398896200
15164,Telangana,2023,1,rajanna sircilla ,10183528,21218010068
15165,Telangana,2023,1,nagarkurnool ,16468215,33921691728
15166,Telangana,2023,1,peddapalle ,19710259,35406206858
15167,Telangana,2023,1,nirmal ,9787939,22071363346
15168,Telangana,2023,1,mahabubabad ,11587757,22017320496
15169,Telangana,2023,1,sangareddy ,64762361,1.05E+11
15170,Telangana,2023,1,wanaparthy ,8804989,17989989453
15171,Telangana,2023,1,vikarabad ,13708676,24552396986
15172,Telangana,2023,1,jagtial ,15662651,35845164854
15173,Telangana,2023,1,yadadri bhuvanagiri ,20689510,39018954621
15174,Telangana,2023,1,medak ,12213260,21898099820
15175,Telangana,2023,1,mahbubnagar ,20251207,36515013116
15176,Telangana,2023,1,jaya shankar bhalupally ,7882159,15652293575
15177,Telangana,2023,1,warangal urban ,47328651,87860641183
15178,Telangana,2023,1,rangareddy ,329344012,4.87E+11
15179,Telangana,2023,1,hyderabad ,286887382,4.15E+11
15180,Telangana,2023,1,suryapet ,21355436,41818830882
15181,Telangana,2023,1,jogulamba gadwal ,8673538,18345295705
15182,Telangana,2023,1,kamareddy ,14043426,27636092025
15183,Telangana,2023,1,mulugu ,4771054,10133379673
15184,Telangana,2023,1,medchal malkajgiri ,256028955,3.82E+11
15185,Telangana,2023,1,karimnagar ,30992192,60096322074
15186,Telangana,2023,1,mancherial ,20046172,36907254929
15187,Telangana,2023,1,siddipet ,24660934,48406373565
15188,Telangana,2023,1,khammam ,31419139,62870355301
15189,Telangana,2023,2,narayanpet ,6909971,14616919263
15190,Telangana,2023,2,nalgonda ,41962395,82903124781
15191,Telangana,2023,2,jangaon ,14146351,26609770148
15192,Telangana,2023,2,bhadradri kothagudem ,25871023,47972823799
15193,Telangana,2023,2,warangal rural ,13385181,24985013737
15194,Telangana,2023,2,kumuram bheem asifabad ,6747324,10837144939
15195,Telangana,2023,2,nizamabad ,34994548,75596623775
15196,Telangana,2023,2,adilabad ,9925498,17662880437
15197,Telangana,2023,2,rajanna sircilla ,11891159,23728163098
15198,Telangana,2023,2,nagarkurnool ,18857244,37948055779
15199,Telangana,2023,2,peddapalle ,22555741,38978138316
15200,Telangana,2023,2,nirmal ,11368138,25381861539
15201,Telangana,2023,2,mahabubabad ,13158453,24114183880
15202,Telangana,2023,2,sangareddy ,75850320,1.21E+11
15203,Telangana,2023,2,wanaparthy ,10142299,20018297096
15204,Telangana,2023,2,vikarabad ,16157969,27883452832
15205,Telangana,2023,2,jagtial ,18288029,40893708527
15206,Telangana,2023,2,yadadri bhuvanagiri ,24175923,45257907308
15207,Telangana,2023,2,medak ,14637759,25974323819
15208,Telangana,2023,2,mahbubnagar ,23297956,41417881674
15209,Telangana,2023,2,jaya shankar bhalupally ,8720801,16438739776
15210,Telangana,2023,2,warangal urban ,53361513,97631245668
15211,Telangana,2023,2,rangareddy ,384456496,5.61E+11
15212,Telangana,2023,2,hyderabad ,328016262,4.67E+11
15213,Telangana,2023,2,suryapet ,24674139,49246226924
15214,Telangana,2023,2,jogulamba gadwal ,10142849,21014963335
15215,Telangana,2023,2,kamareddy ,16638930,32848062463
15216,Telangana,2023,2,mulugu ,5285601,10702236197
15217,Telangana,2023,2,medchal malkajgiri ,296231089,4.34E+11
15218,Telangana,2023,2,karimnagar ,35552008,67773079796
15219,Telangana,2023,2,mancherial ,22723969,39856360752
15220,Telangana,2023,2,siddipet ,28696623,54855659978
15221,Telangana,2023,2,khammam ,36607410,71192383492
15222,Telangana,2023,3,narayanpet ,7703822,14828719991
15223,Telangana,2023,3,nalgonda ,46150123,83538473626
15224,Telangana,2023,3,jangaon ,14999210,26570211115
15225,Telangana,2023,3,bhadradri kothagudem ,29094213,50276318228
15226,Telangana,2023,3,warangal rural ,14114843,24934651412
15227,Telangana,2023,3,kumuram bheem asifabad ,7668822,11364405185
15228,Telangana,2023,3,nizamabad ,37772113,74042361319
15229,Telangana,2023,3,adilabad ,11223859,17957207912
15230,Telangana,2023,3,rajanna sircilla ,12792742,24853551821
15231,Telangana,2023,3,nagarkurnool ,20682884,38220652985
15232,Telangana,2023,3,peddapalle ,24425865,41406372662
15233,Telangana,2023,3,nirmal ,12575625,25812185559
15234,Telangana,2023,3,mahabubabad ,14152370,24121112375
15235,Telangana,2023,3,sangareddy ,86831652,1.29E+11
15236,Telangana,2023,3,wanaparthy ,10889643,20163964006
15237,Telangana,2023,3,vikarabad ,17488999,28077471507
15238,Telangana,2023,3,jagtial ,19623996,42081154014
15239,Telangana,2023,3,yadadri bhuvanagiri ,26071562,46297002246
15240,Telangana,2023,3,medak ,15389129,25594825694
15241,Telangana,2023,3,mahbubnagar ,26016185,43270672047
15242,Telangana,2023,3,jaya shankar bhalupally ,9554915,17824562824
15243,Telangana,2023,3,warangal urban ,58807111,1.03E+11
15244,Telangana,2023,3,rangareddy ,439381886,6.16E+11
15245,Telangana,2023,3,hyderabad ,371834420,5.05E+11
15246,Telangana,2023,3,suryapet ,27124712,49132910855
15247,Telangana,2023,3,jogulamba gadwal ,11749521,22100753338
15248,Telangana,2023,3,kamareddy ,17517673,31268361694
15249,Telangana,2023,3,mulugu ,5736746,10708908815
15250,Telangana,2023,3,medchal malkajgiri ,341559058,4.78E+11
15251,Telangana,2023,3,karimnagar ,39168527,71587338439
15252,Telangana,2023,3,mancherial ,25376026,43472522006
15253,Telangana,2023,3,siddipet ,31010716,57176670840
15254,Telangana,2023,3,khammam ,40556956,72269888825
15255,Telangana,2023,4,narayanpet ,8633391,17028938556
15256,Telangana,2023,4,nalgonda ,51511022,97170343461
15257,Telangana,2023,4,jangaon ,17087143,31608229273
15258,Telangana,2023,4,bhadradri kothagudem ,33075338,56202802836
15259,Telangana,2023,4,warangal rural ,16122643,28084276823
15260,Telangana,2023,4,kumuram bheem asifabad ,8659007,12409526929
15261,Telangana,2023,4,nizamabad ,43071426,88928491816
15262,Telangana,2023,4,adilabad ,12424951,19675009766
15263,Telangana,2023,4,rajanna sircilla ,14910772,29238386038
15264,Telangana,2023,4,nagarkurnool ,23146650,42830716592
15265,Telangana,2023,4,peddapalle ,27564769,46445316687
15266,Telangana,2023,4,nirmal ,14040450,28057511402
15267,Telangana,2023,4,mahabubabad ,16067938,26974493007
15268,Telangana,2023,4,sangareddy ,96204412,1.43E+11
15269,Telangana,2023,4,wanaparthy ,12672875,23335949819
15270,Telangana,2023,4,vikarabad ,19695272,31360648755
15271,Telangana,2023,4,jagtial ,22331060,47715073319
15272,Telangana,2023,4,yadadri bhuvanagiri ,28984449,53121750784
15273,Telangana,2023,4,medak ,17837494,30550788297
15274,Telangana,2023,4,mahbubnagar ,28894213,48389126301
15275,Telangana,2023,4,jaya shankar bhalupally ,10770866,18993363140
15276,Telangana,2023,4,warangal urban ,64109092,1.11E+11
15277,Telangana,2023,4,rangareddy ,460487052,6.47E+11
15278,Telangana,2023,4,hyderabad ,388720083,5.32E+11
15279,Telangana,2023,4,suryapet ,30560826,57848621131
15280,Telangana,2023,4,jogulamba gadwal ,13040977,23690559475
15281,Telangana,2023,4,kamareddy ,20414647,38943814040
15282,Telangana,2023,4,mulugu ,6508465,11297924794
15283,Telangana,2023,4,medchal malkajgiri ,362103399,5.02E+11
15284,Telangana,2023,4,karimnagar ,43037506,78614458394
15285,Telangana,2023,4,mancherial ,28993967,48694637043
15286,Telangana,2023,4,siddipet ,34702592,64665935653
15287,Telangana,2023,4,khammam ,44437431,79230897582
15288,Telangana,2024,1,narayanpet ,10201467,18611158908
15289,Telangana,2024,1,nalgonda ,57098940,98606283408
15290,Telangana,2024,1,jangaon ,19229618,33216071370
15291,Telangana,2024,1,bhadradri kothagudem ,37673480,60863648013
15292,Telangana,2024,1,warangal rural ,18625583,31578013498
15293,Telangana,2024,1,kumuram bheem asifabad ,10139006,15133371618
15294,Telangana,2024,1,nizamabad ,47460405,88712501584
15295,Telangana,2024,1,adilabad ,14751478,24468786633
15296,Telangana,2024,1,rajanna sircilla ,16679313,30008554008
15297,Telangana,2024,1,nagarkurnool ,26142010,46808593282
15298,Telangana,2024,1,peddapalle ,30184794,46949256564
15299,Telangana,2024,1,nirmal ,17001564,33494947489
15300,Telangana,2024,1,mahabubabad ,18428448,30123718944
15301,Telangana,2024,1,sangareddy ,107498888,1.52E+11
15302,Telangana,2024,1,wanaparthy ,14465541,25455299068
15303,Telangana,2024,1,vikarabad ,22963261,36634035157
15304,Telangana,2024,1,jagtial ,24691535,50258067293
15305,Telangana,2024,1,yadadri bhuvanagiri ,32381047,53908150311
15306,Telangana,2024,1,medak ,19795126,31042128010
15307,Telangana,2024,1,mahbubnagar ,32817864,51064311781
15308,Telangana,2024,1,jaya shankar bhalupally ,12118427,20800623867
15309,Telangana,2024,1,warangal urban ,70551596,1.15E+11
15310,Telangana,2024,1,rangareddy ,488047529,6.59E+11
15311,Telangana,2024,1,hyderabad ,402314318,5.28E+11
15312,Telangana,2024,1,suryapet ,34201948,58977021106
15313,Telangana,2024,1,jogulamba gadwal ,15209824,26837232472
15314,Telangana,2024,1,kamareddy ,22155140,37572705737
15315,Telangana,2024,1,mulugu ,8605687,15199452325
15316,Telangana,2024,1,medchal malkajgiri ,380041109,5.00E+11
15317,Telangana,2024,1,karimnagar ,46640034,78799936388
15318,Telangana,2024,1,mancherial ,32326866,52253609240
15319,Telangana,2024,1,siddipet ,38675119,67849417784
15320,Telangana,2024,1,khammam ,50268342,85489962260
15321,Tripura,2018,1,unakoti ,5068,4349606
15322,Tripura,2018,1,khowai ,8838,7242490
15323,Tripura,2018,1,sepahijala ,14107,13224753
15324,Tripura,2018,1,north tripura ,9915,10869175
15325,Tripura,2018,1,dhalai ,9195,8812172
15326,Tripura,2018,1,south tripura ,18338,13785118
15327,Tripura,2018,1,gomati ,12229,11277259
15328,Tripura,2018,1,west tripura ,70467,68418341
15329,Tripura,2018,2,unakoti ,9198,6923396
15330,Tripura,2018,2,khowai ,11440,12338889
15331,Tripura,2018,2,sepahijala ,18815,23613654
15332,Tripura,2018,2,north tripura ,13859,16015791
15333,Tripura,2018,2,dhalai ,14563,15283111
15334,Tripura,2018,2,south tripura ,22366,18977158
15335,Tripura,2018,2,gomati ,16000,15955620
15336,Tripura,2018,2,west tripura ,108318,127784099
15337,Tripura,2018,3,unakoti ,29360,19643275
15338,Tripura,2018,3,khowai ,14941,21548759
15339,Tripura,2018,3,sepahijala ,33646,39779005
15340,Tripura,2018,3,north tripura ,25747,30157425
15341,Tripura,2018,3,dhalai ,22350,31331691
15342,Tripura,2018,3,south tripura ,49250,45613113
15343,Tripura,2018,3,gomati ,34380,36259158
15344,Tripura,2018,3,west tripura ,168029,229530962
15345,Tripura,2018,4,unakoti ,22714,18120451
15346,Tripura,2018,4,khowai ,26880,33718920
15347,Tripura,2018,4,sepahijala ,53688,62851730
15348,Tripura,2018,4,north tripura ,34385,44032489
15349,Tripura,2018,4,dhalai ,28775,46429185
15350,Tripura,2018,4,south tripura ,49820,66095950
15351,Tripura,2018,4,gomati ,38970,48523976
15352,Tripura,2018,4,west tripura ,192827,305112899
15353,Tripura,2019,1,unakoti ,24562,28789585
15354,Tripura,2019,1,khowai ,36291,41097809
15355,Tripura,2019,1,sepahijala ,65545,79750943
15356,Tripura,2019,1,north tripura ,35513,53359801
15357,Tripura,2019,1,dhalai ,33295,57107028
15358,Tripura,2019,1,south tripura ,64445,78239589
15359,Tripura,2019,1,gomati ,51994,62247964
15360,Tripura,2019,1,west tripura ,269281,356302223
15361,Tripura,2019,2,unakoti ,20264,29942710
15362,Tripura,2019,2,khowai ,27357,39594573
15363,Tripura,2019,2,sepahijala ,51675,91802337
15364,Tripura,2019,2,north tripura ,34750,57253648
15365,Tripura,2019,2,dhalai ,35446,57168085
15366,Tripura,2019,2,south tripura ,58687,93657802
15367,Tripura,2019,2,gomati ,44671,72233524
15368,Tripura,2019,2,west tripura ,259708,400168804
15369,Tripura,2019,3,unakoti ,24817,37601400
15370,Tripura,2019,3,khowai ,31061,48267493
15371,Tripura,2019,3,sepahijala ,64021,100769508
15372,Tripura,2019,3,north tripura ,49503,71077675
15373,Tripura,2019,3,dhalai ,44468,71345910
15374,Tripura,2019,3,south tripura ,66682,99290825
15375,Tripura,2019,3,gomati ,60249,87365263
15376,Tripura,2019,3,west tripura ,370916,501659348
15377,Tripura,2019,4,unakoti ,35536,54063294
15378,Tripura,2019,4,khowai ,35979,55953879
15379,Tripura,2019,4,sepahijala ,73165,126608015
15380,Tripura,2019,4,north tripura ,61226,90362263
15381,Tripura,2019,4,dhalai ,52188,79988122
15382,Tripura,2019,4,south tripura ,76273,115116709
15383,Tripura,2019,4,gomati ,72919,107373444
15384,Tripura,2019,4,west tripura ,394538,585934434
15385,Tripura,2020,1,unakoti ,37292,65629411
15386,Tripura,2020,1,khowai ,43027,73376986
15387,Tripura,2020,1,sepahijala ,82186,153302287
15388,Tripura,2020,1,north tripura ,71460,109976481
15389,Tripura,2020,1,dhalai ,61425,99410789
15390,Tripura,2020,1,south tripura ,89869,155003032
15391,Tripura,2020,1,gomati ,77355,136218980
15392,Tripura,2020,1,west tripura ,461888,795860841
15393,Tripura,2020,2,unakoti ,51385,78087528
15394,Tripura,2020,2,khowai ,57871,87108350
15395,Tripura,2020,2,sepahijala ,113723,189445992
15396,Tripura,2020,2,north tripura ,101129,142793249
15397,Tripura,2020,2,dhalai ,91473,139760407
15398,Tripura,2020,2,south tripura ,120386,209028178
15399,Tripura,2020,2,gomati ,94532,143272330
15400,Tripura,2020,2,west tripura ,422021,779679850
15401,Tripura,2020,3,unakoti ,63441,118957917
15402,Tripura,2020,3,khowai ,72823,129761070
15403,Tripura,2020,3,sepahijala ,144693,269350119
15404,Tripura,2020,3,north tripura ,126884,207965074
15405,Tripura,2020,3,dhalai ,114616,192403601
15406,Tripura,2020,3,south tripura ,151881,270869696
15407,Tripura,2020,3,gomati ,121329,214785928
15408,Tripura,2020,3,west tripura ,522218,937726112
15409,Tripura,2020,4,unakoti ,77102,156226432
15410,Tripura,2020,4,khowai ,83899,156613600
15411,Tripura,2020,4,sepahijala ,165182,336834539
15412,Tripura,2020,4,north tripura ,164023,307732519
15413,Tripura,2020,4,dhalai ,137188,266253033
15414,Tripura,2020,4,south tripura ,182583,347232003
15415,Tripura,2020,4,gomati ,149404,291692706
15416,Tripura,2020,4,west tripura ,692509,1319546164
15417,Tripura,2021,1,unakoti ,68925,161256238
15418,Tripura,2021,1,khowai ,71155,160906169
15419,Tripura,2021,1,sepahijala ,141426,365525453
15420,Tripura,2021,1,north tripura ,143060,318074682
15421,Tripura,2021,1,dhalai ,116945,274079611
15422,Tripura,2021,1,south tripura ,150265,357643996
15423,Tripura,2021,1,gomati ,127271,295815100
15424,Tripura,2021,1,west tripura ,692376,1402040321
15425,Tripura,2021,2,unakoti ,88092,174170768
15426,Tripura,2021,2,khowai ,81845,164265843
15427,Tripura,2021,2,sepahijala ,166437,361358159
15428,Tripura,2021,2,north tripura ,176067,351155989
15429,Tripura,2021,2,dhalai ,138998,278586073
15430,Tripura,2021,2,south tripura ,171713,365935948
15431,Tripura,2021,2,gomati ,148554,309610329
15432,Tripura,2021,2,west tripura ,772723,1463071251
15433,Tripura,2021,3,unakoti ,105296,228625158
15434,Tripura,2021,3,khowai ,89061,181900029
15435,Tripura,2021,3,sepahijala ,195392,447581559
15436,Tripura,2021,3,north tripura ,210698,454116633
15437,Tripura,2021,3,dhalai ,167446,368906160
15438,Tripura,2021,3,south tripura ,186827,414556972
15439,Tripura,2021,3,gomati ,166441,372982273
15440,Tripura,2021,3,west tripura ,960039,1895464983
15441,Tripura,2021,4,unakoti ,130201,289484908
15442,Tripura,2021,4,khowai ,111589,254808205
15443,Tripura,2021,4,sepahijala ,233920,570421104
15444,Tripura,2021,4,north tripura ,255959,590088928
15445,Tripura,2021,4,dhalai ,194907,448039147
15446,Tripura,2021,4,south tripura ,219422,560735150
15447,Tripura,2021,4,gomati ,200196,454492829
15448,Tripura,2021,4,west tripura ,1174499,2328859194
15449,Tripura,2022,1,unakoti ,148265,349475551
15450,Tripura,2022,1,khowai ,124989,289652619
15451,Tripura,2022,1,sepahijala ,257586,636388326
15452,Tripura,2022,1,north tripura ,310764,699778044
15453,Tripura,2022,1,dhalai ,216216,501758621
15454,Tripura,2022,1,south tripura ,242720,632737979
15455,Tripura,2022,1,gomati ,230019,517368490
15456,Tripura,2022,1,west tripura ,1340631,2620170135
15457,Tripura,2022,2,unakoti ,168534,380245834
15458,Tripura,2022,2,khowai ,147470,314663694
15459,Tripura,2022,2,sepahijala ,301211,703075146
15460,Tripura,2022,2,north tripura ,347933,745615507
15461,Tripura,2022,2,dhalai ,258585,545900041
15462,Tripura,2022,2,south tripura ,270412,649809731
15463,Tripura,2022,2,gomati ,269581,581885804
15464,Tripura,2022,2,west tripura ,1654938,2957075285
15465,Tripura,2022,3,unakoti ,179593,406385690
15466,Tripura,2022,3,khowai ,164425,363263351
15467,Tripura,2022,3,sepahijala ,358452,818757043
15468,Tripura,2022,3,north tripura ,400198,829909312
15469,Tripura,2022,3,dhalai ,287101,618208457
15470,Tripura,2022,3,south tripura ,286379,682522213
15471,Tripura,2022,3,gomati ,294377,612183433
15472,Tripura,2022,3,west tripura ,2286054,4317123306
15473,Tripura,2022,4,unakoti ,292384,653255261
15474,Tripura,2022,4,khowai ,172992,374619181
15475,Tripura,2022,4,sepahijala ,352709,784953777
15476,Tripura,2022,4,north tripura ,460914,940748506
15477,Tripura,2022,4,dhalai ,289984,592125896
15478,Tripura,2022,4,south tripura ,318517,743429833
15479,Tripura,2022,4,gomati ,303790,606245959
15480,Tripura,2022,4,west tripura ,3006900,5757593407
15481,Tripura,2023,1,unakoti ,402005,792057910
15482,Tripura,2023,1,khowai ,338828,713428034
15483,Tripura,2023,1,sepahijala ,638722,1338075480
15484,Tripura,2023,1,north tripura ,871256,1687332816
15485,Tripura,2023,1,dhalai ,562193,1126256596
15486,Tripura,2023,1,south tripura ,608810,1375920795
15487,Tripura,2023,1,gomati ,562299,1128168622
15488,Tripura,2023,1,west tripura ,3134574,5127042638
15489,Tripura,2023,2,unakoti ,461521,831227345
15490,Tripura,2023,2,khowai ,352685,676909626
15491,Tripura,2023,2,sepahijala ,701484,1434920521
15492,Tripura,2023,2,north tripura ,999059,1775463127
15493,Tripura,2023,2,dhalai ,619543,1115111944
15494,Tripura,2023,2,south tripura ,670283,1363923736
15495,Tripura,2023,2,gomati ,620180,1121816314
15496,Tripura,2023,2,west tripura ,3504788,5599757469
15497,Tripura,2023,3,unakoti ,520535,920858022
15498,Tripura,2023,3,khowai ,387244,741671406
15499,Tripura,2023,3,sepahijala ,785302,1544915373
