,State,Year,Quarter,district,registeredUsers,appOpens
3963,Gujarat,2018,2,kachchh ,128064,0
3964,Gujarat,2018,2,surendranagar ,51527,0
3965,Gujarat,2018,2,morbi ,40681,0
3966,Gujarat,2018,3,anand ,116188,0
3967,Gujarat,2018,3,jamnagar ,84886,0
3968,Gujarat,2018,3,devbhumi dwarka ,26394,0
3969,Gujarat,2018,3,rajkot ,215459,0
3970,Gujarat,2018,3,aravallis ,37199,0
3971,Gujarat,2018,3,chhotaudepur ,12302,0
3972,Gujarat,2018,3,botad ,40559,0
3973,Gujarat,2018,3,bharuch ,169322,0
3974,Gujarat,2018,3,bhavnagar ,141243,0
3975,Gujarat,2018,3,junagadh ,57716,0
3976,Gujarat,2018,3,mahesana ,157274,0
3977,Gujarat,2018,3,the dangs ,4052,0
3978,Gujarat,2018,3,kheda ,80213,0
3979,Gujarat,2018,3,surat ,808005,0
3980,Gujarat,2018,3,porbandar ,19921,0
3981,Gujarat,2018,3,gandhinagar ,190882,0
3982,Gujarat,2018,3,panch mahals ,53825,0
3983,Gujarat,2018,3,narmada ,11957,0
3984,Gujarat,2018,3,gir somnath ,47541,0
3985,Gujarat,2018,3,valsad ,136470,0
3986,Gujarat,2018,3,mahisagar ,19564,0
3987,Gujarat,2018,3,sabar kantha ,74642,0
3988,Gujarat,2018,3,tapi ,25095,0
3989,Gujarat,2018,3,vadodara ,335125,0
3990,Gujarat,2018,3,banas kantha ,159591,0
3991,Gujarat,2018,3,amreli ,53845,0
3992,Gujarat,2018,3,ahmadabad ,919252,0
3993,Gujarat,2018,3,dohad ,28857,0
3994,Gujarat,2018,3,navsari ,60676,0
3995,Gujarat,2018,3,patan ,68979,0
3996,Gujarat,2018,3,kachchh ,158762,0
3997,Gujarat,2018,3,surendranagar ,65325,0
3998,Gujarat,2018,3,morbi ,52062,0
3999,Gujarat,2018,4,anand ,146258,0
4000,Gujarat,2018,4,jamnagar ,103876,0
4001,Gujarat,2018,4,devbhumi dwarka ,32660,0
4002,Gujarat,2018,4,rajkot ,260602,0
4003,Gujarat,2018,4,aravallis ,46665,0
4004,Gujarat,2018,4,chhotaudepur ,16321,0
4005,Gujarat,2018,4,botad ,49066,0
4006,Gujarat,2018,4,bharuch ,211843,0
4007,Gujarat,2018,4,bhavnagar ,173699,0
4008,Gujarat,2018,4,junagadh ,70174,0
4009,Gujarat,2018,4,mahesana ,192493,0
4010,Gujarat,2018,4,the dangs ,5165,0
4011,Gujarat,2018,4,kheda ,103292,0
4012,Gujarat,2018,4,surat ,998807,0
4013,Gujarat,2018,4,porbandar ,24373,0
4014,Gujarat,2018,4,gandhinagar ,242368,0
4015,Gujarat,2018,4,panch mahals ,68139,0
4016,Gujarat,2018,4,narmada ,15550,0
4017,Gujarat,2018,4,gir somnath ,58991,0
4018,Gujarat,2018,4,valsad ,172711,0
4019,Gujarat,2018,4,mahisagar ,25483,0
4020,Gujarat,2018,4,sabar kantha ,91898,0
4021,Gujarat,2018,4,tapi ,31929,0
4022,Gujarat,2018,4,vadodara ,421895,0
4023,Gujarat,2018,4,banas kantha ,197774,0
4024,Gujarat,2018,4,amreli ,67020,0
4025,Gujarat,2018,4,ahmadabad ,1212636,0
4026,Gujarat,2018,4,dohad ,36773,0
4027,Gujarat,2018,4,navsari ,75930,0
4028,Gujarat,2018,4,patan ,84408,0
4029,Gujarat,2018,4,kachchh ,195295,0
4030,Gujarat,2018,4,surendranagar ,80167,0
4031,Gujarat,2018,4,morbi ,64779,0
4032,Gujarat,2019,1,anand ,175515,0
4033,Gujarat,2019,1,jamnagar ,121494,0
4034,Gujarat,2019,1,devbhumi dwarka ,38898,0
4035,Gujarat,2019,1,rajkot ,304415,0
4036,Gujarat,2019,1,aravallis ,56005,0
4037,Gujarat,2019,1,chhotaudepur ,20287,0
4038,Gujarat,2019,1,botad ,58126,0
4039,Gujarat,2019,1,bharuch ,252826,0
4040,Gujarat,2019,1,bhavnagar ,203617,0
4041,Gujarat,2019,1,junagadh ,82263,0
4042,Gujarat,2019,1,mahesana ,230403,0
4043,Gujarat,2019,1,the dangs ,6307,0
4044,Gujarat,2019,1,kheda ,124598,0
4045,Gujarat,2019,1,surat ,1180819,0
4046,Gujarat,2019,1,porbandar ,28860,0
4047,Gujarat,2019,1,gandhinagar ,291858,0
4048,Gujarat,2019,1,panch mahals ,81863,0
4049,Gujarat,2019,1,narmada ,19105,0
4050,Gujarat,2019,1,gir somnath ,69872,0
4051,Gujarat,2019,1,valsad ,209477,0
4052,Gujarat,2019,1,mahisagar ,31147,0
4053,Gujarat,2019,1,sabar kantha ,109651,0
4054,Gujarat,2019,1,tapi ,39195,0
4055,Gujarat,2019,1,vadodara ,502520,0
4056,Gujarat,2019,1,banas kantha ,239613,0
4057,Gujarat,2019,1,amreli ,79690,0
4058,Gujarat,2019,1,ahmadabad ,1450100,0
4059,Gujarat,2019,1,dohad ,45141,0
4060,Gujarat,2019,1,navsari ,91812,0
4061,Gujarat,2019,1,patan ,101323,0
4062,Gujarat,2019,1,kachchh ,231871,0
4063,Gujarat,2019,1,surendranagar ,95904,0
4064,Gujarat,2019,1,morbi ,77961,0
4065,Gujarat,2019,2,anand ,200007,829604
4066,Gujarat,2019,2,jamnagar ,138108,548729
4067,Gujarat,2019,2,devbhumi dwarka ,44975,154760
4068,Gujarat,2019,2,rajkot ,345178,1070493
4069,Gujarat,2019,2,aravallis ,64792,271675
4070,Gujarat,2019,2,chhotaudepur ,23917,92854
4071,Gujarat,2019,2,botad ,65918,257831
4072,Gujarat,2019,2,bharuch ,284296,1318343
4073,Gujarat,2019,2,bhavnagar ,230394,860365
4074,Gujarat,2019,2,junagadh ,94221,271227
4075,Gujarat,2019,2,mahesana ,259949,1242721
4076,Gujarat,2019,2,the dangs ,7532,37591
4077,Gujarat,2019,2,kheda ,144091,600534
4078,Gujarat,2019,2,surat ,1338584,5960403
4079,Gujarat,2019,2,porbandar ,33374,100742
4080,Gujarat,2019,2,gandhinagar ,333056,1907551
4081,Gujarat,2019,2,panch mahals ,92621,385797
4082,Gujarat,2019,2,narmada ,22503,101020
4083,Gujarat,2019,2,gir somnath ,79786,253664
4084,Gujarat,2019,2,valsad ,238764,1111437
4085,Gujarat,2019,2,mahisagar ,36155,138423
4086,Gujarat,2019,2,sabar kantha ,123754,534999
4087,Gujarat,2019,2,tapi ,45441,189646
4088,Gujarat,2019,2,vadodara ,572031,2539174
4089,Gujarat,2019,2,banas kantha ,271379,1204053
4090,Gujarat,2019,2,amreli ,91819,339203
4091,Gujarat,2019,2,ahmadabad ,1656341,9405838
4092,Gujarat,2019,2,dohad ,52197,204285
4093,Gujarat,2019,2,navsari ,106244,417352
4094,Gujarat,2019,2,patan ,115299,552351
4095,Gujarat,2019,2,kachchh ,261458,1230320
4096,Gujarat,2019,2,surendranagar ,110431,409241
4097,Gujarat,2019,2,morbi ,90030,348075
4098,Gujarat,2019,3,anand ,226293,3576103
4099,Gujarat,2019,3,jamnagar ,154042,1899038
4100,Gujarat,2019,3,devbhumi dwarka ,49534,509421
4101,Gujarat,2019,3,rajkot ,384852,3993364
4102,Gujarat,2019,3,aravallis ,73003,1020958
4103,Gujarat,2019,3,chhotaudepur ,27128,329896
4104,Gujarat,2019,3,botad ,72181,991985
4105,Gujarat,2019,3,bharuch ,315856,4792841
4106,Gujarat,2019,3,bhavnagar ,255608,3293381
4107,Gujarat,2019,3,junagadh ,104847,969001
4108,Gujarat,2019,3,mahesana ,286652,4457337
4109,Gujarat,2019,3,the dangs ,8306,116253
4110,Gujarat,2019,3,kheda ,162956,2432770
4111,Gujarat,2019,3,surat ,1481391,21408636
4112,Gujarat,2019,3,porbandar ,36834,330737
4113,Gujarat,2019,3,gandhinagar ,372464,7433206
4114,Gujarat,2019,3,panch mahals ,102546,1338850
4115,Gujarat,2019,3,narmada ,25267,363436
4116,Gujarat,2019,3,gir somnath ,88366,860095
4117,Gujarat,2019,3,valsad ,266134,3902867
4118,Gujarat,2019,3,mahisagar ,40679,466958
4119,Gujarat,2019,3,sabar kantha ,138237,2021301
4120,Gujarat,2019,3,tapi ,51028,646547
4121,Gujarat,2019,3,vadodara ,637678,9548665
4122,Gujarat,2019,3,banas kantha ,301373,4487309
4123,Gujarat,2019,3,amreli ,101453,1176949
4124,Gujarat,2019,3,ahmadabad ,1848860,35854721
4125,Gujarat,2019,3,dohad ,59460,737968
4126,Gujarat,2019,3,navsari ,118324,1417853
4127,Gujarat,2019,3,patan ,128573,2225161
4128,Gujarat,2019,3,kachchh ,285519,4167209
4129,Gujarat,2019,3,surendranagar ,122518,1455000
4130,Gujarat,2019,3,morbi ,101337,1215668
4131,Gujarat,2019,4,anand ,252401,3905511
4132,Gujarat,2019,4,jamnagar ,171337,2227178
4133,Gujarat,2019,4,devbhumi dwarka ,55209,621177
4134,Gujarat,2019,4,rajkot ,426178,4545689
4135,Gujarat,2019,4,aravallis ,83136,1295090
4136,Gujarat,2019,4,chhotaudepur ,31338,429297
4137,Gujarat,2019,4,botad ,80499,1181335
4138,Gujarat,2019,4,bharuch ,350619,5971371
4139,Gujarat,2019,4,bhavnagar ,286520,4080547
4140,Gujarat,2019,4,junagadh ,117357,1216157
4141,Gujarat,2019,4,mahesana ,316985,5363608
4142,Gujarat,2019,4,the dangs ,9594,151581
4143,Gujarat,2019,4,kheda ,182669,2664051
4144,Gujarat,2019,4,surat ,1624077,23613804
4145,Gujarat,2019,4,porbandar ,40962,385502
4146,Gujarat,2019,4,gandhinagar ,408526,8201437
4147,Gujarat,2019,4,panch mahals ,115707,1726942
4148,Gujarat,2019,4,narmada ,28910,492480
4149,Gujarat,2019,4,gir somnath ,98982,1160727
4150,Gujarat,2019,4,valsad ,296977,4849239
4151,Gujarat,2019,4,mahisagar ,47237,629528
4152,Gujarat,2019,4,sabar kantha ,155618,2589322
4153,Gujarat,2019,4,tapi ,58115,863661
4154,Gujarat,2019,4,vadodara ,700817,11292180
4155,Gujarat,2019,4,banas kantha ,339582,5546860
4156,Gujarat,2019,4,amreli ,114242,1576597
4157,Gujarat,2019,4,ahmadabad ,2015947,37991904
4158,Gujarat,2019,4,dohad ,69618,957179
4159,Gujarat,2019,4,navsari ,131460,1723534
4160,Gujarat,2019,4,patan ,144779,2497573
4161,Gujarat,2019,4,kachchh ,314732,4871076
4162,Gujarat,2019,4,surendranagar ,138218,1846653
4163,Gujarat,2019,4,morbi ,115451,1504967
4164,Gujarat,2020,1,anand ,277835,4127652
4165,Gujarat,2020,1,jamnagar ,188224,2298804
4166,Gujarat,2020,1,devbhumi dwarka ,61293,730723
4167,Gujarat,2020,1,rajkot ,469636,5039899
4168,Gujarat,2020,1,aravallis ,94716,1602742
4169,Gujarat,2020,1,chhotaudepur ,36116,529547
4170,Gujarat,2020,1,botad ,88241,1198952
4171,Gujarat,2020,1,bharuch ,384819,6765391
4172,Gujarat,2020,1,bhavnagar ,315412,4262838
4173,Gujarat,2020,1,junagadh ,130231,1358193
4174,Gujarat,2020,1,mahesana ,349897,6028256
4175,Gujarat,2020,1,the dangs ,10877,181854
4176,Gujarat,2020,1,kheda ,204548,3047323
4177,Gujarat,2020,1,surat ,1772703,27362139
4178,Gujarat,2020,1,porbandar ,45383,444447
4179,Gujarat,2020,1,gandhinagar ,445290,8879457
4180,Gujarat,2020,1,panch mahals ,129831,1963840
4181,Gujarat,2020,1,narmada ,33074,595463
4182,Gujarat,2020,1,gir somnath ,110211,1337958
4183,Gujarat,2020,1,valsad ,330053,5604622
4184,Gujarat,2020,1,mahisagar ,54880,782289
4185,Gujarat,2020,1,sabar kantha ,174426,3030789
4186,Gujarat,2020,1,tapi ,65634,1036092
4187,Gujarat,2020,1,vadodara ,763969,12483845
4188,Gujarat,2020,1,banas kantha ,386212,7051669
4189,Gujarat,2020,1,amreli ,126423,1611436
4190,Gujarat,2020,1,ahmadabad ,2185983,40521157
4191,Gujarat,2020,1,dohad ,81529,1236284
4192,Gujarat,2020,1,navsari ,146018,1993140
4193,Gujarat,2020,1,patan ,164027,2890050
4194,Gujarat,2020,1,kachchh ,347270,5714637
4195,Gujarat,2020,1,surendranagar ,154610,2101503
4196,Gujarat,2020,1,morbi ,130472,1792131
4197,Gujarat,2020,2,anand ,307408,3806180
4198,Gujarat,2020,2,jamnagar ,208647,2264637
4199,Gujarat,2020,2,devbhumi dwarka ,69591,833260
4200,Gujarat,2020,2,rajkot ,522650,4850731
4201,Gujarat,2020,2,aravallis ,109491,2026596
4202,Gujarat,2020,2,chhotaudepur ,43696,767414
4203,Gujarat,2020,2,botad ,100129,1724159
4204,Gujarat,2020,2,bharuch ,423017,6655417
4205,Gujarat,2020,2,bhavnagar ,354301,5050744
4206,Gujarat,2020,2,junagadh ,147012,1678274
4207,Gujarat,2020,2,mahesana ,389562,6476731
4208,Gujarat,2020,2,the dangs ,12754,242151
4209,Gujarat,2020,2,kheda ,232123,3424229
4210,Gujarat,2020,2,surat ,1935894,21659619
4211,Gujarat,2020,2,porbandar ,50733,518063
4212,Gujarat,2020,2,gandhinagar ,488351,7343038
4213,Gujarat,2020,2,panch mahals ,148675,2136842
4214,Gujarat,2020,2,narmada ,39531,762775
4215,Gujarat,2020,2,gir somnath ,125777,1902233
4216,Gujarat,2020,2,valsad ,372771,5991227
4217,Gujarat,2020,2,mahisagar ,64428,1138847
4218,Gujarat,2020,2,sabar kantha ,196035,3368537
4219,Gujarat,2020,2,tapi ,76018,1298227
4220,Gujarat,2020,2,vadodara ,830759,10076172
4221,Gujarat,2020,2,banas kantha ,446603,8305317
4222,Gujarat,2020,2,amreli ,145486,2447389
4223,Gujarat,2020,2,ahmadabad ,2384154,31306891
4224,Gujarat,2020,2,dohad ,102250,1808011
4225,Gujarat,2020,2,navsari ,166398,2282454
4226,Gujarat,2020,2,patan ,185703,3289294
4227,Gujarat,2020,2,kachchh ,385480,5599740
4228,Gujarat,2020,2,surendranagar ,176758,2588128
4229,Gujarat,2020,2,morbi ,150472,1641032
4230,Gujarat,2020,3,anand ,336799,4331672
4231,Gujarat,2020,3,jamnagar ,227798,2485735
4232,Gujarat,2020,3,devbhumi dwarka ,76991,860629
4233,Gujarat,2020,3,rajkot ,573062,5528685
4234,Gujarat,2020,3,aravallis ,122687,2133497
4235,Gujarat,2020,3,chhotaudepur ,49929,741433
4236,Gujarat,2020,3,botad ,109438,1607234
4237,Gujarat,2020,3,bharuch ,462292,8024617
4238,Gujarat,2020,3,bhavnagar ,387781,5290196
4239,Gujarat,2020,3,junagadh ,163177,1718468
4240,Gujarat,2020,3,mahesana ,427950,7432916
4241,Gujarat,2020,3,the dangs ,14501,254123
4242,Gujarat,2020,3,kheda ,256968,3629599
4243,Gujarat,2020,3,surat ,2092712,23450291
4244,Gujarat,2020,3,porbandar ,56130,556557
4245,Gujarat,2020,3,gandhinagar ,529771,9721563
4246,Gujarat,2020,3,panch mahals ,165251,2379253
4247,Gujarat,2020,3,narmada ,44654,787689
4248,Gujarat,2020,3,gir somnath ,139141,1786233
4249,Gujarat,2020,3,valsad ,410740,6542204
4250,Gujarat,2020,3,mahisagar ,73191,1039369
4251,Gujarat,2020,3,sabar kantha ,218309,4022650
4252,Gujarat,2020,3,tapi ,84921,1370436
4253,Gujarat,2020,3,vadodara ,901492,13501217
4254,Gujarat,2020,3,banas kantha ,501471,9413818
4255,Gujarat,2020,3,amreli ,161288,2326604
4256,Gujarat,2020,3,ahmadabad ,2580178,43984650
4257,Gujarat,2020,3,dohad ,118431,1832118
4258,Gujarat,2020,3,navsari ,183779,2416323
4259,Gujarat,2020,3,patan ,206708,3658324
4260,Gujarat,2020,3,kachchh ,423729,6675502
4261,Gujarat,2020,3,surendranagar ,197594,2754011
4262,Gujarat,2020,3,morbi ,168984,2144856
4263,Gujarat,2020,4,anand ,367561,5362999
4264,Gujarat,2020,4,jamnagar ,248187,2953949
4265,Gujarat,2020,4,devbhumi dwarka ,84750,1018943
4266,Gujarat,2020,4,rajkot ,627654,6696956
4267,Gujarat,2020,4,aravallis ,135616,2560222
4268,Gujarat,2020,4,chhotaudepur ,56282,902789
4269,Gujarat,2020,4,botad ,117629,1521917
4270,Gujarat,2020,4,bharuch ,508005,10786740
4271,Gujarat,2020,4,bhavnagar ,419697,5661522
4272,Gujarat,2020,4,junagadh ,178595,1940195
4273,Gujarat,2020,4,mahesana ,464932,8801141
4274,Gujarat,2020,4,the dangs ,16317,322911
4275,Gujarat,2020,4,kheda ,282429,4361153
4276,Gujarat,2020,4,surat ,2278232,34575532
4277,Gujarat,2020,4,porbandar ,62166,676620
4278,Gujarat,2020,4,gandhinagar ,572461,11718890
4279,Gujarat,2020,4,panch mahals ,182696,2927538
4280,Gujarat,2020,4,narmada ,50130,992643
4281,Gujarat,2020,4,gir somnath ,152104,1987260
4282,Gujarat,2020,4,valsad ,452628,8644503
4283,Gujarat,2020,4,mahisagar ,81588,1232668
4284,Gujarat,2020,4,sabar kantha ,240357,4888877
4285,Gujarat,2020,4,tapi ,94476,1765259
4286,Gujarat,2020,4,vadodara ,980658,17540053
4287,Gujarat,2020,4,banas kantha ,551645,10634353
4288,Gujarat,2020,4,amreli ,176011,2282316
4289,Gujarat,2020,4,ahmadabad ,2787991,54175819
4290,Gujarat,2020,4,dohad ,132954,2063724
4291,Gujarat,2020,4,navsari ,201412,3007453
4292,Gujarat,2020,4,patan ,227441,4369785
4293,Gujarat,2020,4,kachchh ,466855,8257809
4294,Gujarat,2020,4,surendranagar ,216954,3173754
4295,Gujarat,2020,4,morbi ,188790,2691060
4296,Gujarat,2021,1,anand ,395164,5855859
4297,Gujarat,2021,1,jamnagar ,267315,3413685
4298,Gujarat,2021,1,devbhumi dwarka ,91653,1125352
4299,Gujarat,2021,1,rajkot ,677301,7803138
4300,Gujarat,2021,1,aravallis ,146811,2774336
4301,Gujarat,2021,1,chhotaudepur ,61097,970270
4302,Gujarat,2021,1,botad ,126302,1642524
4303,Gujarat,2021,1,bharuch ,548541,12399575
4304,Gujarat,2021,1,bhavnagar ,450462,5750612
4305,Gujarat,2021,1,junagadh ,192500,2001820
4306,Gujarat,2021,1,mahesana ,500511,9595361
4307,Gujarat,2021,1,the dangs ,17658,350858
4308,Gujarat,2021,1,kheda ,304909,4828751
4309,Gujarat,2021,1,surat ,2458596,41476549
4310,Gujarat,2021,1,porbandar ,67063,725183
4311,Gujarat,2021,1,gandhinagar ,615315,13654781
4312,Gujarat,2021,1,panch mahals ,197602,3236700
4313,Gujarat,2021,1,narmada ,54427,1070694
4314,Gujarat,2021,1,gir somnath ,163763,2007742
4315,Gujarat,2021,1,valsad ,489062,10057529
4316,Gujarat,2021,1,mahisagar ,88343,1262035
4317,Gujarat,2021,1,sabar kantha ,259578,5343748
4318,Gujarat,2021,1,tapi ,102144,1963282
4319,Gujarat,2021,1,vadodara ,1053954,20042908
4320,Gujarat,2021,1,banas kantha ,598384,12443664
4321,Gujarat,2021,1,amreli ,189252,2198433
4322,Gujarat,2021,1,ahmadabad ,2999575,63813424
4323,Gujarat,2021,1,dohad ,144445,2338472
4324,Gujarat,2021,1,navsari ,216841,3189672
4325,Gujarat,2021,1,patan ,246083,4877445
4326,Gujarat,2021,1,kachchh ,505517,9800171
4327,Gujarat,2021,1,surendranagar ,234429,3456434
4328,Gujarat,2021,1,morbi ,205529,3261867
4329,Gujarat,2021,2,anand ,422965,5154924
4330,Gujarat,2021,2,jamnagar ,287113,5057707
4331,Gujarat,2021,2,devbhumi dwarka ,98957,3134118
4332,Gujarat,2021,2,rajkot ,726817,9593985
4333,Gujarat,2021,2,aravallis ,158083,5332899
4334,Gujarat,2021,2,chhotaudepur ,66155,3188155
4335,Gujarat,2021,2,botad ,135845,3457428
4336,Gujarat,2021,2,bharuch ,588777,12729351
4337,Gujarat,2021,2,bhavnagar ,483224,7322593
4338,Gujarat,2021,2,junagadh ,207118,4070018
4339,Gujarat,2021,2,mahesana ,536645,9759520
4340,Gujarat,2021,2,the dangs ,19033,1976849
4341,Gujarat,2021,2,kheda ,327251,5529938
4342,Gujarat,2021,2,surat ,2633443,29247704
4343,Gujarat,2021,2,porbandar ,72172,1437404
4344,Gujarat,2021,2,gandhinagar ,658428,9936713
4345,Gujarat,2021,2,panch mahals ,212616,4678402
4346,Gujarat,2021,2,narmada ,58790,3238851
4347,Gujarat,2021,2,gir somnath ,176061,3419888
4348,Gujarat,2021,2,valsad ,524614,9184319
4349,Gujarat,2021,2,mahisagar ,95143,3203297
4350,Gujarat,2021,2,sabar kantha ,278539,7088156
4351,Gujarat,2021,2,tapi ,109719,4093925
4352,Gujarat,2021,2,vadodara ,1127636,15605412
4353,Gujarat,2021,2,banas kantha ,645073,18355543
4354,Gujarat,2021,2,amreli ,204136,5600950
4355,Gujarat,2021,2,ahmadabad ,3209841,43943326
4356,Gujarat,2021,2,dohad ,155988,5021344
4357,Gujarat,2021,2,navsari ,232448,4010253
4358,Gujarat,2021,2,patan ,265040,6916848
4359,Gujarat,2021,2,kachchh ,543585,17784778
4360,Gujarat,2021,2,surendranagar ,253097,8057144
4361,Gujarat,2021,2,morbi ,221629,5300801
4362,Gujarat,2021,3,anand ,454516,6900160
4363,Gujarat,2021,3,jamnagar ,309842,6879580
4364,Gujarat,2021,3,devbhumi dwarka ,107517,4310397
4365,Gujarat,2021,3,rajkot ,782611,13876245
4366,Gujarat,2021,3,aravallis ,171101,6762291
4367,Gujarat,2021,3,chhotaudepur ,72071,3853239
4368,Gujarat,2021,3,botad ,146842,4926482
4369,Gujarat,2021,3,bharuch ,634589,16949930
4370,Gujarat,2021,3,bhavnagar ,520764,9381379
4371,Gujarat,2021,3,junagadh ,223916,5211050
4372,Gujarat,2021,3,mahesana ,578072,12920050
4373,Gujarat,2021,3,the dangs ,20709,2684008
4374,Gujarat,2021,3,kheda ,352948,7212127
4375,Gujarat,2021,3,surat ,2830392,40635199
4376,Gujarat,2021,3,porbandar ,78063,1911079
4377,Gujarat,2021,3,gandhinagar ,706654,13323374
4378,Gujarat,2021,3,panch mahals ,229915,6133463
4379,Gujarat,2021,3,narmada ,63821,4425170
4380,Gujarat,2021,3,gir somnath ,190336,4151926
4381,Gujarat,2021,3,valsad ,565423,11974387
4382,Gujarat,2021,3,mahisagar ,103140,3964068
4383,Gujarat,2021,3,sabar kantha ,300258,9248561
4384,Gujarat,2021,3,tapi ,118730,5066590
4385,Gujarat,2021,3,vadodara ,1210266,20471153
4386,Gujarat,2021,3,banas kantha ,698841,25209534
4387,Gujarat,2021,3,amreli ,221334,7968878
4388,Gujarat,2021,3,ahmadabad ,3445024,59071276
4389,Gujarat,2021,3,dohad ,169037,6295402
4390,Gujarat,2021,3,navsari ,250233,5157919
4391,Gujarat,2021,3,patan ,287021,9346449
4392,Gujarat,2021,3,kachchh ,587589,25294185
4393,Gujarat,2021,3,surendranagar ,274891,10995970
4394,Gujarat,2021,3,morbi ,240295,7475630
4395,Gujarat,2021,4,anand ,485306,9981987
4396,Gujarat,2021,4,jamnagar ,331942,6896774
4397,Gujarat,2021,4,devbhumi dwarka ,115900,2359435
4398,Gujarat,2021,4,rajkot ,837869,15665197
4399,Gujarat,2021,4,aravallis ,183617,5917538
4400,Gujarat,2021,4,chhotaudepur ,77777,1850678
4401,Gujarat,2021,4,botad ,157462,4378199
4402,Gujarat,2021,4,bharuch ,679705,23721158
4403,Gujarat,2021,4,bhavnagar ,558013,10583117
4404,Gujarat,2021,4,junagadh ,240022,3983195
4405,Gujarat,2021,4,mahesana ,618376,18408357
4406,Gujarat,2021,4,the dangs ,22325,682005
4407,Gujarat,2021,4,kheda ,377827,8810443
4408,Gujarat,2021,4,surat ,3026960,70043416
4409,Gujarat,2021,4,porbandar ,83713,1326247
4410,Gujarat,2021,4,gandhinagar ,754369,23172671
4411,Gujarat,2021,4,panch mahals ,246694,6699089
4412,Gujarat,2021,4,narmada ,68577,2219237
4413,Gujarat,2021,4,gir somnath ,204170,4304710
4414,Gujarat,2021,4,valsad ,605655,20362236
4415,Gujarat,2021,4,mahisagar ,110939,2564905
4416,Gujarat,2021,4,sabar kantha ,321717,10478837
4417,Gujarat,2021,4,tapi ,127186,3764085
